Kcp_vs_Ke_abscissa,Kcp_vs_Ke_spline,Kcp_vs_Ke_regression,Kcp_vs_Kpc_abscissa,Kcp_vs_Kpc_spline,Kcp_vs_Kpc_regression,Kcp_vs_Vc_abscissa,Kcp_vs_Vc_spline,Kcp_vs_Vc_regression,Ke_vs_Kcp_abscissa,Ke_vs_Kcp_spline,Ke_vs_Kcp_regression,Ke_vs_Kpc_abscissa,Ke_vs_Kpc_spline,Ke_vs_Kpc_regression,Ke_vs_Vc_abscissa,Ke_vs_Vc_spline,Ke_vs_Vc_regression,Kpc_vs_Kcp_abscissa,Kpc_vs_Kcp_spline,Kpc_vs_Kcp_regression,Kpc_vs_Ke_abscissa,Kpc_vs_Ke_spline,Kpc_vs_Ke_regression,Kpc_vs_Vc_abscissa,Kpc_vs_Vc_spline,Kpc_vs_Vc_regression,Vc_vs_Kcp_abscissa,Vc_vs_Kcp_spline,Vc_vs_Kcp_regression,Vc_vs_Ke_abscissa,Vc_vs_Ke_spline,Vc_vs_Ke_regression,Vc_vs_Kpc_abscissa,Vc_vs_Kpc_spline,Vc_vs_Kpc_regression
0.337708,0.33188,0.114033,1.19649,0.910328,1.09958,0.354509,0.174712,0.113102,1.64063,0.143198,0.0443187,1.19649,0.194505,0.0819405,0.354509,0.122879,0.0479049,1.64063,0.872407,0.982601,0.337708,0.622819,0.232545,0.354509,0.420249,0.104568,1.64063,0.360154,0.270997,0.337708,0.447102,0.307202,1.19649,0.408932,0.235685
0.351832,0.343124,0.116486,1.25024,0.966144,1.14916,0.398068,0.169867,0.123299,1.72588,0.124671,0.0451453,1.25024,0.193892,0.0844663,0.398068,0.131136,0.0515651,1.72588,0.923591,1.03184,0.351832,0.64317,0.239988,0.398068,0.400479,0.111289,1.72588,0.324867,0.278631,0.351832,0.429059,0.315331,1.25024,0.399227,0.24075
0.365956,0.354369,0.118938,1.30399,1.02432,1.19874,0.441626,0.166968,0.133496,1.81113,0.106145,0.0459718,1.30399,0.191022,0.0869922,0.441626,0.139613,0.0552253,1.81113,0.974775,1.08109,0.365956,0.66352,0.247432,0.441626,0.379002,0.11801,1.81113,0.28958,0.286264,0.365956,0.411017,0.323461,1.30399,0.384434,0.245816
0.38008,0.365613,0.12139,1.35774,1.0825,1.24831,0.485185,0.166236,0.143692,1.89639,0.0876187,0.0467984,1.35774,0.188151,0.089518,0.485185,0.148296,0.0588856,1.89639,1.02596,1.13033,0.38008,0.68387,0.254875,0.485185,0.355626,0.124731,1.89639,0.254293,0.293897,0.38008,0.392974,0.331591,1.35774,0.369641,0.250882
0.394204,0.372671,0.123843,1.41149,1.14068,1.29789,0.528744,0.167655,0.153889,1.98164,0.0690923,0.047625,1.41149,0.185281,0.0920438,0.528744,0.156894,0.0625458,1.98164,1.07714,1.17957,0.394204,0.695077,0.262319,0.528744,0.329957,0.131452,1.98164,0.219006,0.301531,0.394204,0.372993,0.33972,1.41149,0.354849,0.255947
0.408328,0.378634,0.126295,1.46524,1.19886,1.34747,0.572302,0.170176,0.164085,2.06689,0.0505659,0.0484515,1.46524,0.182411,0.0945697,0.572302,0.165168,0.066206,2.06689,1.12833,1.22882,0.408328,0.703893,0.269762,0.572302,0.302689,0.138173,2.06689,0.183718,0.309164,0.408328,0.352505,0.34785,1.46524,0.340056,0.261013
0.422452,0.382645,0.128747,1.51899,1.25704,1.39704,0.615861,0.173537,0.174282,2.15214,0.0320395,0.0492781,1.51899,0.179541,0.0970955,0.615861,0.171673,0.0698663,2.15214,1.17951,1.27806,0.422452,0.708258,0.277206,0.615861,0.271889,0.144894,2.15214,0.148431,0.316797,0.422452,0.331516,0.35598,1.51899,0.325263,0.266078
0.436576,0.382143,0.131199,1.57275,1.3153,1.44662,0.659419,0.176978,0.184478,2.2374,0.0135131,0.0501046,1.57275,0.176511,0.0996214,0.659419,0.178007,0.0735265,2.2374,1.2307,1.3273,0.436576,0.701794,0.284649,0.659419,0.240747,0.151615,2.2374,0.113144,0.324431,0.436576,0.310531,0.364109,1.57275,0.310079,0.271144
0.4507,0.367455,0.133652,1.6265,1.37599,1.4962,0.702978,0.18009,0.194675,2.32265,-0.00501334,0.0509312,1.6265,0.168954,0.102147,0.702978,0.183037,0.0771867,2.32265,1.28188,1.37655,0.4507,0.660669,0.292093,0.702978,0.207954,0.158336,2.32265,0.0778572,0.332064,0.4507,0.290912,0.372239,1.6265,0.2838,0.276209
0.464824,0.352766,0.136104,1.68025,1.43867,1.54578,0.746537,0.181326,0.204871,2.4079,-0.0235397,0.0517577,1.68025,0.153602,0.104673,0.746537,0.18423,0.080847,2.4079,1.33306,1.42579,0.464824,0.619543,0.299536,0.746537,0.17121,0.165057,2.4079,0.0425701,0.339697,0.464824,0.271292,0.380369,1.68025,0.237568,0.281275
0.478948,0.338078,0.138556,1.734,1.5019,1.59535,0.790095,0.181328,0.215068,2.49315,-0.0420661,0.0525843,1.734,0.135964,0.107199,0.790095,0.183487,0.0845072,2.49315,1.38425,1.47504,0.478948,0.578417,0.306979,0.790095,0.132756,0.171778,2.49315,0.007283,0.347331,0.478948,0.251673,0.388498,1.734,0.185477,0.28634
0.493072,0.323389,0.141009,1.78775,1.56513,1.64493,0.833654,0.181331,0.225264,2.57841,-0.0605926,0.0534109,1.78775,0.118326,0.109725,0.833654,0.182743,0.0881675,2.57841,1.43543,1.52428,0.493072,0.537291,0.314423,0.833654,0.094302,0.178499,2.57841,-0.0280041,0.354964,0.493072,0.232053,0.396628,1.78775,0.133387,0.291406
0.507196,0.308701,0.143461,1.8415,1.62836,1.69451,0.877212,0.168124,0.235461,2.66366,-0.079119,0.0542374,1.8415,0.100688,0.112251,0.877212,0.167369,0.0918277,2.66366,1.48662,1.57352,0.507196,0.496165,0.321866,0.877212,0.0468518,0.18522,2.66366,-0.0632912,0.362598,0.507196,0.212434,0.404758,1.8415,0.0812966,0.296472
0.521319,0.294012,0.145913,1.89525,1.69158,1.74408,0.920771,0.154342,0.245657,2.74891,-0.0976454,0.055064,1.89525,0.0830503,0.114776,0.920771,0.151357,0.0954879,2.74891,1.5378,1.62277,0.521319,0.455039,0.32931,0.920771,-0.000990834,0.191941,2.74891,-0.0985783,0.370231,0.521319,0.192814,0.412887,1.89525,0.0292061,0.301537
0.535443,0.279324,0.148366,1.949,1.75481,1.79366,0.96433,0.140559,0.255854,2.83416,-0.116172,0.0558905,1.949,0.0654125,0.117302,0.96433,0.135345,0.0991482,2.83416,1.58898,1.67201,0.535443,0.413913,0.336753,0.96433,-0.0488334,0.198662,2.83416,-0.133865,0.377864,0.535443,0.173195,0.421017,1.949,-0.0228843,0.306603
0.549567,0.264635,0.150818,2.00275,1.81804,1.84324,1.00789,0.126777,0.26605,2.91942,-0.134698,0.0567171,2.00275,0.0477746,0.119828,1.00789,0.119333,0.102808,2.91942,1.64017,1.72125,0.549567,0.372787,0.344197,1.00789,-0.096676,0.205382,2.91942,-0.169152,0.385498,0.549567,0.153575,0.429147,2.00275,-0.0749748,0.311668
0.563691,0.249947,0.15327,2.05651,1.88127,1.89282,1.05145,0.112995,0.276247,3.00467,-0.153225,0.0575437,2.05651,0.0301368,0.122354,1.05145,0.103321,0.106469,3.00467,1.69135,1.7705,0.563691,0.331662,0.35164,1.05145,-0.144519,0.212103,3.00467,-0.20444,0.393131,0.563691,0.133956,0.437276,2.05651,-0.127065,0.316734
0.577815,0.235258,0.155723,2.11026,1.9445,1.94239,1.09501,0.0937778,0.286444,3.08992,-0.171751,0.0583702,2.11026,0.0124989,0.12488,1.09501,0.0821344,0.110129,3.08992,1.74254,1.81974,0.577815,0.290536,0.359084,1.09501,-0.194779,0.218824,3.08992,-0.239727,0.400764,0.577815,0.114336,0.445406,2.11026,-0.179156,0.321799
0.591939,0.22057,0.158175,2.16401,2.00773,1.99197,1.13856,0.0585229,0.29664,3.17518,-0.190277,0.0591968,2.16401,-0.00513896,0.127406,1.13856,0.0456756,0.113789,3.17518,1.79372,1.86898,0.591939,0.24941,0.366527,1.13856,-0.252173,0.225545,3.17518,-0.275014,0.408398,0.591939,0.0947168,0.453536,2.16401,-0.231246,0.326865
0.606063,0.205881,0.160627,2.21776,2.07096,2.04155,1.18212,0.023268,0.306837,3.26043,-0.208804,0.0600233,2.21776,-0.0227768,0.129932,1.18212,0.00921676,0.117449,3.26043,1.8449,1.91823,0.606063,0.208284,0.373971,1.18212,-0.309568,0.232266,3.26043,-0.310301,0.416031,0.606063,0.0750973,0.461665,2.21776,-0.283337,0.33193
0.620187,0.191193,0.163079,2.27151,2.13501,2.09112,1.22568,-0.0239459,0.317033,3.34568,-0.22733,0.0608499,2.27151,-0.0499089,0.132457,1.22568,-0.0378483,0.12111,3.34568,1.89609,1.96747,0.620187,0.167158,0.381414,1.22568,-0.371093,0.238987,3.34568,-0.345588,0.423664,0.620187,0.0554778,0.469795,2.27151,-0.360339,0.336996
0.634311,0.176504,0.165532,2.32526,2.19967,2.1407,1.26924,-0.0961559,0.32723,3.43093,-0.245857,0.0616764,2.32526,-0.0841184,0.134983,1.26924,-0.106325,0.12477,3.43093,1.94727,2.01671,0.634311,0.126032,0.388858,1.26924,-0.440103,0.245708,3.43093,-0.380875,0.431298,0.634311,0.0358583,0.477925,2.32526,-0.455911,0.342061
0.648435,0.161816,0.167984,2.37901,2.26434,2.19028,1.3128,-0.168366,0.337426,3.51619,-0.264383,0.062503,2.37901,-0.118328,0.137509,1.3128,-0.174801,0.12843,3.51619,1.99846,2.06596,0.648435,0.0849063,0.396301,1.3128,-0.509112,0.252429,3.51619,-0.416162,0.438931,0.648435,0.0162388,0.486054,2.37901,-0.551484,0.347127
0.662559,0.147128,0.170436,2.43276,2.329,2.23986,1.35636,-0.240576,0.347623,3.60144,-0.286362,0.0633296,2.43276,-0.152537,0.140035,1.35636,-0.243277,0.13209,3.60144,2.06542,2.1152,0.662559,0.0437805,0.403744,1.35636,-0.578122,0.25915,3.60144,-0.470779,0.446564,0.662559,-0.00338064,0.494184,2.43276,-0.647056,0.352193
0.676683,0.115966,0.172889,2.48651,2.39367,2.28943,1.39992,-0.312786,0.357819,3.68669,-0.312494,0.0641561,2.48651,-0.186747,0.142561,1.39992,-0.311754,0.135751,3.68669,2.15136,2.16444,0.676683,-0.0392182,0.411188,1.39992,-0.647131,0.265871,3.68669,-0.548638,0.454198,0.676683,-0.0179159,0.502314,2.48651,-0.742629,0.357258
0.690807,0.0798021,0.175341,2.54027,2.45833,2.33901,1.44347,-0.384996,0.368016,3.77194,-0.338625,0.0649827,2.54027,-0.220956,0.145087,1.44347,-0.38023,0.139411,3.77194,2.23729,2.21369,0.690807,-0.134933,0.418631,1.44347,-0.716141,0.272592,3.77194,-0.626497,0.461831,0.690807,-0.0309072,0.510443,2.54027,-0.838201,0.362324
