CL_vs_Q1_abscissa,CL_vs_Q1_spline,CL_vs_Q1_regression,CL_vs_Vc_abscissa,CL_vs_Vc_spline,CL_vs_Vc_regression,CL_vs_Vp1_abscissa,CL_vs_Vp1_spline,CL_vs_Vp1_regression,Q1_vs_CL_abscissa,Q1_vs_CL_spline,Q1_vs_CL_regression,Q1_vs_Vc_abscissa,Q1_vs_Vc_spline,Q1_vs_Vc_regression,Q1_vs_Vp1_abscissa,Q1_vs_Vp1_spline,Q1_vs_Vp1_regression,Vc_vs_CL_abscissa,Vc_vs_CL_spline,Vc_vs_CL_regression,Vc_vs_Q1_abscissa,Vc_vs_Q1_spline,Vc_vs_Q1_regression,Vc_vs_Vp1_abscissa,Vc_vs_Vp1_spline,Vc_vs_Vp1_regression,Vp1_vs_CL_abscissa,Vp1_vs_CL_spline,Vp1_vs_CL_regression,Vp1_vs_Q1_abscissa,Vp1_vs_Q1_spline,Vp1_vs_Q1_regression,Vp1_vs_Vc_abscissa,Vp1_vs_Vc_spline,Vp1_vs_Vc_regression
-1.5255,0.0789316,0.00700537,-0.590685,-0.139808,0.00240462,-1.62006,0.150233,0.0141422,-0.912403,-0.347646,-0.181898,-0.590685,-0.795312,-0.66748,-1.62006,0.940501,1.45917,-0.912403,-0.0734445,-0.0268439,-1.5255,-0.0901404,-0.0672779,-1.62006,-0.0168058,0.0395962,-0.912403,0.0110427,0.00876632,-1.5255,0.90423,0.716081,-0.590685,0.439038,0.32083
-1.48233,0.0775975,0.00745708,-0.580159,-0.125705,0.00276134,-1.58678,0.143115,0.0142966,-0.891542,-0.335886,-0.18039,-0.580159,-0.769272,-0.657293,-1.58678,0.943738,1.42733,-0.891542,-0.0783973,-0.0266717,-1.48233,-0.0944509,-0.0658052,-1.58678,-0.0274558,0.0384077,-0.891542,0.0128261,0.00910907,-1.48233,0.877199,0.694915,-0.580159,0.419676,0.315365
-1.43917,0.0744912,0.0079088,-0.569632,-0.111603,0.00311805,-1.55351,0.135996,0.014451,-0.87068,-0.324126,-0.178882,-0.569632,-0.743233,-0.647105,-1.55351,0.946975,1.39548,-0.87068,-0.0833501,-0.0264995,-1.43917,-0.0973293,-0.0643325,-1.55351,-0.0381057,0.0372192,-0.87068,0.0146096,0.00945182,-1.43917,0.850585,0.673749,-0.569632,0.400315,0.3099
-1.396,0.0685375,0.00836051,-0.559105,-0.0975006,0.00347477,-1.52024,0.128382,0.0146054,-0.849819,-0.312366,-0.177373,-0.559105,-0.717193,-0.636918,-1.52024,0.946894,1.36364,-0.849819,-0.0883029,-0.0263273,-1.396,-0.0979072,-0.0628598,-1.52024,-0.0457653,0.0360307,-0.849819,0.016393,0.00979458,-1.396,0.824641,0.652582,-0.559105,0.380954,0.304435
-1.35284,0.0625838,0.00881222,-0.548579,-0.0833982,0.00383148,-1.48696,0.120033,0.0147598,-0.828957,-0.300606,-0.175865,-0.548579,-0.691153,-0.626731,-1.48696,0.94191,1.3318,-0.828957,-0.0932557,-0.0261551,-1.35284,-0.098485,-0.0613872,-1.48696,-0.0490056,0.0348421,-0.828957,0.0181764,0.0101373,-1.35284,0.798698,0.631416,-0.548579,0.361592,0.29897
-1.30967,0.0566301,0.00926394,-0.538052,-0.0692958,0.00418819,-1.45369,0.111685,0.0149143,-0.808095,-0.288846,-0.174356,-0.538052,-0.665113,-0.616544,-1.45369,0.936927,1.29995,-0.808095,-0.0982086,-0.0259829,-1.30967,-0.0990628,-0.0599145,-1.45369,-0.0522458,0.0336536,-0.808095,0.0199598,0.0104801,-1.30967,0.772754,0.61025,-0.538052,0.342231,0.293506
-1.26651,0.0506764,0.00971565,-0.527526,-0.0551934,0.00454491,-1.42042,0.103336,0.0150687,-0.787234,-0.277086,-0.172848,-0.527526,-0.639073,-0.606356,-1.42042,0.931943,1.26811,-0.787234,-0.103161,-0.0258107,-1.26651,-0.0996406,-0.0584418,-1.42042,-0.0554861,0.0324651,-0.787234,0.0217432,0.0108228,-1.26651,0.746811,0.589083,-0.527526,0.32287,0.288041
-1.22334,0.0439187,0.0101674,-0.516999,-0.041091,0.00490162,-1.38714,0.0949536,0.0152231,-0.766372,-0.265327,-0.17134,-0.516999,-0.613033,-0.596169,-1.38714,0.925478,1.23626,-0.766372,-0.108114,-0.0256385,-1.22334,-0.098875,-0.0569691,-1.38714,-0.0575432,0.0312766,-0.766372,0.0235266,0.0111656,-1.22334,0.720763,0.567917,-0.516999,0.303509,0.282576
-1.18018,0.0370184,0.0106191,-0.506472,-0.0269886,0.00525834,-1.35387,0.0867038,0.0153775,-0.745511,-0.253567,-0.169831,-0.506472,-0.586994,-0.585982,-1.35387,0.916837,1.20442,-0.745511,-0.113067,-0.0254663,-1.18018,-0.0975647,-0.0554964,-1.35387,-0.0580087,0.0300881,-0.745511,0.02531,0.0115083,-1.18018,0.694566,0.54675,-0.506472,0.284147,0.277111
-1.13701,0.0301528,0.0110708,-0.495946,-0.0128862,0.00561505,-1.3206,0.0787296,0.0155319,-0.724649,-0.241807,-0.168323,-0.495946,-0.560954,-0.575794,-1.3206,0.905809,1.17258,-0.724649,-0.11802,-0.0252941,-1.13701,-0.0957356,-0.0540237,-1.3206,-0.0568342,0.0288996,-0.724649,0.0270934,0.0118511,-1.13701,0.668129,0.525584,-0.495946,0.264786,0.271646
-1.09385,0.0233872,0.0115225,-0.485419,0.00121617,0.00597177,-1.28732,0.0707554,0.0156864,-0.703787,-0.230047,-0.166814,-0.485419,-0.534914,-0.565607,-1.28732,0.894781,1.14073,-0.703787,-0.122973,-0.0251219,-1.09385,-0.0935554,-0.052551,-1.28732,-0.0556597,0.0277111,-0.703787,0.0288768,0.0121938,-1.09385,0.641486,0.504418,-0.485419,0.245425,0.266182
-1.05068,0.0170263,0.0119742,-0.474892,0.0153186,0.00632848,-1.25405,0.0627812,0.0158408,-0.682926,-0.218287,-0.165306,-0.474892,-0.508874,-0.55542,-1.25405,0.883753,1.10889,-0.682926,-0.127925,-0.0249497,-1.05068,-0.0907682,-0.0510783,-1.25405,-0.0544852,0.0265226,-0.682926,0.0306602,0.0125366,-1.05068,0.614352,0.483251,-0.474892,0.226064,0.260717
-1.00752,0.0107315,0.0124259,-0.464366,0.029421,0.00668519,-1.22078,0.054807,0.0159952,-0.662064,-0.206527,-0.163798,-0.464366,-0.482834,-0.545233,-1.22078,0.872724,1.07705,-0.662064,-0.132878,-0.0247775,-1.00752,-0.0879115,-0.0496056,-1.22078,-0.0533106,0.0253341,-0.662064,0.0324436,0.0128794,-1.00752,0.58715,0.462085,-0.464366,0.206702,0.255252
-0.964353,0.00505466,0.0128777,-0.453839,0.0435233,0.00704191,-1.1875,0.0468328,0.0161496,-0.641203,-0.194767,-0.162289,-0.453839,-0.456794,-0.535045,-1.1875,0.861696,1.0452,-0.641203,-0.137831,-0.0246053,-0.964353,-0.0845289,-0.0481329,-1.1875,-0.0521361,0.0241456,-0.641203,0.034227,0.0132221,-0.964353,0.559368,0.440919,-0.453839,0.187341,0.249787
-0.921188,7.23875e-05,0.0133294,-0.443312,0.0576257,0.00739862,-1.15423,0.0388585,0.016304,-0.620341,-0.183007,-0.160781,-0.443312,-0.430755,-0.524858,-1.15423,0.850668,1.01336,-0.620341,-0.142784,-0.0244331,-0.921188,-0.0807614,-0.0466602,-1.15423,-0.0509616,0.0229571,-0.620341,0.0360104,0.0135649,-0.921188,0.531021,0.419752,-0.443312,0.16798,0.244323
-0.878022,-0.00446423,0.0137811,-0.432786,0.0717281,0.00775534,-1.12096,0.0308843,0.0164585,-0.599479,-0.171039,-0.159272,-0.432786,-0.404715,-0.514671,-1.12096,0.83964,0.981516,-0.599479,-0.14649,-0.0242609,-0.878022,-0.0767822,-0.0451875,-1.12096,-0.0497871,0.0217685,-0.599479,0.0360415,0.0139076,-0.878022,0.502328,0.398586,-0.432786,0.148619,0.238858
-0.834857,-0.00776999,0.0142328,-0.422259,0.0858305,0.00811205,-1.08768,0.0229101,0.0166129,-0.578618,-0.157144,-0.157764,-0.422259,-0.378675,-0.504483,-1.08768,0.828612,0.949672,-0.578618,-0.138707,-0.0240887,-0.834857,-0.0723882,-0.0437148,-1.08768,-0.0486126,0.02058,-0.578618,0.0199229,0.0142504,-0.834857,0.472747,0.377419,-0.422259,0.129257,0.233393
-0.791692,-0.0103822,0.0146845,-0.411732,0.0999329,0.00846877,-1.05441,0.0170453,0.0167673,-0.557756,-0.143563,-0.156256,-0.411732,-0.352635,-0.494296,-1.05441,0.81188,0.917828,-0.557756,-0.130711,-0.0239165,-0.791692,-0.0677876,-0.0422421,-1.05441,-0.0446918,0.0193915,-0.557756,0.00393745,0.0145931,-0.791692,0.442678,0.356253,-0.411732,0.109896,0.227928
-0.748527,-0.0125731,0.0151362,-0.401206,0.114035,0.00882548,-1.02114,0.0112224,0.0169217,-0.536895,-0.131666,-0.154747,-0.401206,-0.326595,-0.484109,-1.02114,0.795035,0.885985,-0.536895,-0.122025,-0.0237443,-0.748527,-0.063091,-0.0407694,-1.02114,-0.0407164,0.018203,-0.536895,-0.0107856,0.0149359,-0.748527,0.412324,0.335087,-0.401206,0.0905349,0.222463
-0.705362,-0.0129735,0.0155879,-0.390679,0.128138,0.00918219,-0.987864,0.00539957,0.0170762,-0.516033,-0.12024,-0.153239,-0.390679,-0.300556,-0.473922,-0.987864,0.77819,0.854141,-0.516033,-0.113181,-0.0235721,-0.705362,-0.0580259,-0.0392967,-0.987864,-0.036741,0.0170145,-0.516033,-0.0251146,0.0152786,-0.705362,0.380769,0.31392,-0.390679,0.0711737,0.216999
-0.662197,-0.012714,0.0160396,-0.380153,0.14224,0.00953891,-0.954591,-0.000423307,0.0172306,-0.495171,-0.108814,-0.15173,-0.380153,-0.274516,-0.463734,-0.954591,0.761345,0.822298,-0.495171,-0.104336,-0.0233999,-0.662197,-0.0528462,-0.0378241,-0.954591,-0.0327656,0.015826,-0.495171,-0.0394436,0.0156214,-0.662197,0.348762,0.292754,-0.380153,0.0518124,0.211534
-0.619031,-0.0113679,0.0164914,-0.369626,0.156342,0.00989562,-0.921318,-0.00624618,0.017385,-0.47431,-0.0973876,-0.150222,-0.369626,-0.248476,-0.453547,-0.921318,0.7445,0.790454,-0.47431,-0.0954916,-0.0232277,-0.619031,-0.047485,-0.0363514,-0.921318,-0.0287902,0.0146375,-0.47431,-0.0537725,0.0159641,-0.619031,0.315944,0.271588,-0.369626,0.0324512,0.206069
-0.575866,-0.00929275,0.0169431,-0.359099,0.170445,0.0102523,-0.888044,-0.0120691,0.0175394,-0.453448,-0.0876248,-0.148714,-0.359099,-0.222436,-0.44336,-0.888044,0.727655,0.75861,-0.453448,-0.0864473,-0.0230555,-0.575866,-0.0420092,-0.0348787,-0.888044,-0.0248148,0.013449,-0.453448,-0.0662779,0.0163069,-0.575866,0.282474,0.250421,-0.359099,0.0130899,0.200604
-0.532701,-0.00679713,0.0173948,-0.348573,0.170718,0.0106091,-0.854771,-0.0178919,0.0176938,-0.432587,-0.0789061,-0.147205,-0.348573,-0.219974,-0.433172,-0.854771,0.71081,0.726767,-0.432587,-0.0772777,-0.0228833,-0.532701,-0.0364741,-0.033406,-0.854771,-0.0208394,0.0122605,-0.432587,-0.0776385,0.0166496,-0.532701,0.248527,0.229255,-0.348573,0.00723187,0.19514
-0.489536,-0.00399994,0.0178465,-0.338046,0.15623,0.0109658,-0.821497,-0.0237148,0.0178483,-0.411725,-0.0716388,-0.145697,-0.338046,-0.24268,-0.422985,-0.821497,0.693965,0.694923,-0.411725,-0.0681796,-0.0227111,-0.489536,-0.0309048,-0.0319333,-0.821497,-0.016864,0.011072,-0.411725,-0.0871135,0.0169924,-0.489536,0.214112,0.208088,-0.338046,0.0157871,0.189675
-0.446371,-0.00106902,0.0182982,-0.327519,0.141741,0.0113225,-0.788224,-0.0295377,0.0180027,-0.390863,-0.0677725,-0.144189,-0.327519,-0.265385,-0.412798,-0.788224,0.67712,0.66308,-0.390863,-0.0595334,-0.0225389,-0.446371,-0.0253364,-0.0304606,-0.788224,-0.0128886,0.00988345,-0.390863,-0.0918291,0.0173351,-0.446371,0.179248,0.186922,-0.327519,0.0243423,0.18421
-0.403206,0.00172415,0.0187499,-0.316993,0.127253,0.0116792,-0.754951,-0.0352686,0.0181571,-0.370002,-0.0639063,-0.14268,-0.316993,-0.288091,-0.40261,-0.754951,0.660153,0.631236,-0.370002,-0.0508871,-0.0223667,-0.403206,-0.0198237,-0.0289879,-0.754951,-0.00889235,0.00869494,-0.370002,-0.0965447,0.0176779,-0.403206,0.143998,0.165756,-0.316993,0.0328975,0.178745
-0.36004,0.00432689,0.0192016,-0.306466,0.112765,0.0120359,-0.721677,-0.0380485,0.0183115,-0.34914,-0.0600401,-0.141172,-0.306466,-0.310796,-0.392423,-0.721677,0.639894,0.599392,-0.34914,-0.0422409,-0.0221945,-0.36004,-0.0143658,-0.0275152,-0.721677,-0.00471122,0.00750643,-0.34914,-0.10126,0.0180206,-0.36004,0.108544,0.144589,-0.306466,0.0414527,0.17328
-0.316875,0.0063061,0.0196534,-0.295939,0.0983318,0.0123926,-0.688404,-0.0405176,0.0184659,-0.328278,-0.0561739,-0.139663,-0.295939,-0.331888,-0.382236,-0.688404,0.619393,0.567549,-0.328278,-0.0335946,-0.0220223,-0.316875,-0.00906312,-0.0260425,-0.688404,-0.000593764,0.00631792,-0.328278,-0.105976,0.0183634,-0.316875,0.0727934,0.123423,-0.295939,0.0501562,0.167816
-0.27371,0.00781632,0.0201051,-0.285413,0.0839482,0.0127493,-0.655131,-0.0429866,0.0186204,-0.307417,-0.0540614,-0.138155,-0.285413,-0.351558,-0.372049,-0.655131,0.598893,0.535705,-0.307417,-0.0253205,-0.0218501,-0.27371,-0.0038695,-0.0245698,-0.655131,0.00352369,0.00512941,-0.307417,-0.108071,0.0187061,-0.27371,0.0369317,0.102257,-0.285413,0.0589904,0.162351
-0.230545,0.00840413,0.0205568,-0.274886,0.0702188,0.0131061,-0.621857,-0.0454557,0.0187748,-0.286555,-0.0550442,-0.136647,-0.274886,-0.368583,-0.361861,-0.621857,0.578393,0.503862,-0.286555,-0.017764,-0.0216779,-0.230545,0.00111604,-0.0230971,-0.621857,0.00764114,0.0039409,-0.286555,-0.105467,0.0190489,-0.230545,0.000949737,0.0810903,-0.274886,0.06739,0.156886
-0.18738,0.00788439,0.0210085,-0.264359,0.0570739,0.0134628,-0.588584,-0.0479247,0.0189292,-0.265694,-0.0577762,-0.135138,-0.264359,-0.383245,-0.351674,-0.588584,0.557893,0.472018,-0.265694,-0.0107151,-0.0215057,-0.18738,0.00585661,-0.0216244,-0.588584,0.0117586,0.00275239,-0.265694,-0.100086,0.0193917,-0.18738,-0.0350677,0.0599239,-0.264359,0.0754012,0.151421
-0.144214,0.00611483,0.0214602,-0.253833,0.0439289,0.0138195,-0.555311,-0.0499327,0.0190836,-0.244832,-0.0623802,-0.13363,-0.253833,-0.397908,-0.341487,-0.555311,0.53711,0.440174,-0.244832,-0.00425679,-0.0213335,-0.144214,0.0102668,-0.0201517,-0.555311,0.0157242,0.00156388,-0.244832,-0.0916764,0.0197344,-0.144214,-0.0709538,0.0387575,-0.253833,0.0834125,0.145956
-0.101049,0.00377295,0.0219119,-0.243306,0.0307839,0.0141762,-0.522037,-0.0503073,0.019238,-0.22397,-0.0683441,-0.132121,-0.243306,-0.41257,-0.331299,-0.522037,0.515384,0.408331,-0.22397,0.00175124,-0.0211614,-0.101049,0.0145047,-0.018679,-0.522037,0.0191053,0.000375373,-0.22397,-0.0810404,0.0200772,-0.101049,-0.106732,0.0175911,-0.243306,0.0914237,0.140492
-0.0578841,0.000768284,0.0223636,-0.23278,0.0192514,0.0145329,-0.488764,-0.0502753,0.0193925,-0.203109,-0.0766807,-0.130613,-0.23278,-0.421808,-0.321112,-0.488764,0.493474,0.376487,-0.203109,0.00692673,-0.0209892,-0.0578841,0.0184597,-0.0172063,-0.488764,0.0223016,-0.000813136,-0.203109,-0.0664647,0.0204199,-0.0578841,-0.142201,-0.00357524,-0.23278,0.0982175,0.135027
-0.0147189,-0.00296238,0.0228154,-0.222253,0.00880662,0.0148896,-0.45549,-0.0496701,0.0195469,-0.182247,-0.086534,-0.129105,-0.222253,-0.427666,-0.310925,-0.45549,0.471338,0.344644,-0.182247,0.0115371,-0.020817,-0.0147189,0.0219545,-0.0157336,-0.45549,0.0252116,-0.00200165,-0.182247,-0.0493336,0.0207627,-0.0147189,-0.176999,-0.0247416,-0.222253,0.104153,0.129562
0.0284462,-0.00685379,0.0232671,-0.211726,-0.00107556,0.0152463,-0.422217,-0.0479978,0.0197013,-0.161386,-0.0986353,-0.127596,-0.211726,-0.431839,-0.300738,-0.422217,0.448838,0.3128,-0.161386,0.0150721,-0.0206448,0.0284462,0.0252358,-0.014261,-0.422217,0.0275426,-0.00319016,-0.161386,-0.0282076,0.0211054,0.0284462,-0.211402,-0.045908,-0.211726,0.109636,0.124097
0.0716114,-0.0109139,0.0237188,-0.2012,-0.00911683,0.0156031,-0.388944,-0.0461064,0.0198557,-0.140524,-0.111305,-0.126088,-0.2012,-0.430614,-0.29055,-0.388944,0.426269,0.280956,-0.140524,0.0182527,-0.0204726,0.0716114,0.0281024,-0.0127883,-0.388944,0.0297502,-0.00437866,-0.140524,-0.00600184,0.0214482,0.0716114,-0.244968,-0.0670744,-0.2012,0.113623,0.118633
0.114777,-0.0149353,0.0241705,-0.190673,-0.0165656,0.0159598,-0.35567,-0.0434922,0.0200101,-0.119662,-0.124687,-0.124579,-0.190673,-0.427711,-0.280363,-0.35567,0.403507,0.249113,-0.119662,0.0202407,-0.0203004,0.114777,0.03063,-0.0113156,-0.35567,0.0315247,-0.00556717,-0.119662,0.0181895,0.0217909,0.114777,-0.277767,-0.0882407,-0.190673,0.11712,0.113168
0.157942,-0.018644,0.0246222,-0.180146,-0.0219822,0.0163165,-0.322397,-0.0396584,0.0201646,-0.0988008,-0.137927,-0.123071,-0.180146,-0.41908,-0.270176,-0.322397,0.380478,0.217269,-0.0988008,0.0218468,-0.0201282,0.157942,0.0326814,-0.00984287,-0.322397,0.0325223,-0.00675568,-0.0988008,0.0425072,0.0221337,0.157942,-0.309364,-0.109407,-0.180146,0.118935,0.107703
0.201107,-0.0219091,0.0250739,-0.16962,-0.0264969,0.0166732,-0.289124,-0.0357812,0.020319,-0.0779392,-0.150235,-0.121563,-0.16962,-0.407974,-0.259988,-0.289124,0.35744,0.185425,-0.0779392,0.0224299,-0.019956,0.201107,0.0343245,-0.00837018,-0.289124,0.0334913,-0.00794419,-0.0779392,0.0664062,0.0224764,0.201107,-0.339847,-0.130573,-0.16962,0.119995,0.102238
0.244272,-0.0243752,0.0255256,-0.159093,-0.0293915,0.0170299,-0.25585,-0.0305996,0.0204734,-0.0570776,-0.160748,-0.120054,-0.159093,-0.392421,-0.249801,-0.25585,0.333948,0.153582,-0.0570776,0.0220679,-0.0197838,0.244272,0.0354464,-0.00689748,-0.25585,0.0334969,-0.0091327,-0.0570776,0.0886381,0.0228192,0.244272,-0.368798,-0.15174,-0.159093,0.119698,0.0967734
0.287437,-0.0259843,0.0259774,-0.148566,-0.0302496,0.0173866,-0.222577,-0.025132,0.0206278,-0.036216,-0.170656,-0.118546,-0.148566,-0.371379,-0.239614,-0.222577,0.310255,0.121738,-0.036216,0.0214928,-0.0196116,0.287437,0.0361254,-0.00542479,-0.222577,0.0332544,-0.0103212,-0.036216,0.110217,0.0231619,0.287437,-0.396361,-0.172906,-0.148566,0.117681,0.0913086
0.330602,-0.0267416,0.0264291,-0.13804,-0.0293497,0.0177433,-0.189304,-0.0192415,0.0207822,-0.0153544,-0.176814,-0.117037,-0.13804,-0.345651,-0.229427,-0.189304,0.285787,0.0898947,-0.0153544,0.0197348,-0.0194394,0.330602,0.0363881,-0.0039521,-0.189304,0.0324914,-0.0115097,-0.0153544,0.127642,0.0235047,0.330602,-0.422598,-0.194073,-0.13804,0.114173,0.0858438
0.373768,-0.0263708,0.0268808,-0.127513,-0.0263249,0.0181001,-0.15603,-0.0130032,0.0209367,0.00550724,-0.180419,-0.115529,-0.127513,-0.314332,-0.219239,-0.15603,0.259937,0.058051,0.00550724,0.0173531,-0.0192672,0.373768,0.0361881,-0.0024794,-0.15603,0.0310612,-0.0126982,0.00550724,0.142086,0.0238474,0.373768,-0.447274,-0.215239,-0.127513,0.108856,0.080379
0.416933,-0.0244537,0.0273325,-0.116986,-0.021216,0.0184568,-0.122757,-0.00672274,0.0210911,0.0263689,-0.179649,-0.114021,-0.116986,-0.277922,-0.209052,-0.122757,0.232308,0.0262074,0.0263689,0.0140775,-0.019095,0.416933,0.0354013,-0.00100671,-0.122757,0.0290322,-0.0138867,0.0263689,0.151272,0.0241902,0.416933,-0.469916,-0.236405,-0.116986,0.101753,0.0749142
0.460098,-0.020243,0.0277842,-0.10646,-0.0136136,0.0188135,-0.0894834,-0.000553677,0.0212455,0.0472305,-0.173937,-0.112512,-0.10646,-0.236404,-0.198865,-0.0894834,0.202742,-0.00563617,0.0472305,0.00994037,-0.0189228,0.460098,0.0338235,0.000465986,-0.0894834,0.0264523,-0.0150753,0.0472305,0.15435,0.0245329,0.460098,-0.489632,-0.257572,-0.10646,0.0925029,0.0694495
0.503263,-0.0146395,0.0282359,-0.0959332,-0.00601122,0.0191702,-0.05621,0.00532183,0.0213999,0.0680921,-0.16537,-0.111004,-0.0959332,-0.194886,-0.188677,-0.05621,0.171109,-0.0374798,0.0680921,0.00533795,-0.0187506,0.503263,0.0317719,0.00193868,-0.05621,0.023396,-0.0162638,0.0680921,0.153764,0.0248757,0.503263,-0.507536,-0.278738,-0.0959332,0.0832527,0.0639847
0.546428,-0.00903602,0.0286876,-0.0854066,0.00192359,0.0195269,-0.0229367,0.0108882,0.0215543,0.0889537,-0.15327,-0.109495,-0.0854066,-0.153082,-0.17849,-0.0229367,0.137436,-0.0693234,0.0889537,0.000190437,-0.0185784,0.546428,0.0297204,0.00341137,-0.0229367,0.0198822,-0.0174523,0.0889537,0.148405,0.0252185,0.546428,-0.525439,-0.299904,-0.0854066,0.0737112,0.0585199
0.589594,-0.000356836,0.0291394,-0.0748799,0.0114805,0.0198836,0.0103367,0.0156319,0.0217088,0.109815,-0.138668,-0.107987,-0.0748799,-0.110305,-0.168303,0.0103367,0.0998104,-0.101167,0.109815,-0.00529008,-0.0184062,0.589594,0.0266379,0.00488407,0.0103367,0.0156255,-0.0186408,0.109815,0.139239,0.0255612,0.589594,-0.538709,-0.321071,-0.0748799,0.0627432,0.0530551
