pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
0.149887,0.926471,1.46806,0.926471,1.22875,0.926471,All
0.200308,0.929412,1.47614,0.929412,1.25938,0.929412,All
0.205116,0.932353,1.50869,0.932353,1.34488,0.932353,All
0.309682,0.935294,1.54783,0.935294,1.3928,0.935294,All
0.336702,0.938235,1.6209,0.938235,1.42349,0.938235,All
0.358189,0.941176,1.66034,0.941176,1.44979,0.941176,All
0.368206,0.944118,1.72483,0.944118,1.47887,0.944118,All
0.439861,0.947059,1.73503,0.947059,1.47934,0.947059,All
0.440108,0.95,1.80602,0.95,1.50779,0.95,All
0.460308,0.952941,1.84211,0.952941,1.52916,0.952941,All
0.492899,0.955882,1.91827,0.955882,1.54469,0.955882,All
0.501283,0.958824,1.98075,0.958824,1.56378,0.958824,All
0.62839,0.961765,2.01203,0.961765,1.64141,0.961765,All
0.745588,0.964706,2.0343,0.964706,1.65096,0.964706,All
1.02093,0.967647,2.04363,0.967647,1.7501,0.967647,All
1.10525,0.970588,2.05755,0.970588,1.85105,0.970588,All
1.11359,0.973529,2.07339,0.973529,1.90219,0.973529,All
1.21656,0.976471,2.13781,0.976471,2.0961,0.976471,All
1.6967,0.979412,2.21304,0.979412,2.17062,0.979412,All
1.70812,0.982353,2.34267,0.982353,2.2562,0.982353,All
2.06501,0.985294,2.44749,0.985294,2.29926,0.985294,All
2.7169,0.988235,2.90617,0.988235,2.35706,0.988235,All
2.88954,0.991176,2.92605,0.991176,2.37187,0.991176,All
7.85776,0.994118,3.33146,0.994118,2.49216,0.994118,All
41.94,0.997059,3.65229,0.997059,2.78819,0.997059,All
116.302,1,4.36391,1,2.8012,1,All
,,,,4,1,All
