pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-0.372939,0.395402,0.029506,0.395402,-0.225418,0.395402,All
-0.371326,0.397701,0.0354886,0.397701,-0.224463,0.397701,All
-0.370322,0.4,0.0371268,0.4,-0.201853,0.4,All
-0.369951,0.402299,0.0371771,0.402299,-0.195997,0.402299,All
-0.366999,0.404598,0.0417354,0.404598,-0.193132,0.404598,All
-0.366799,0.406897,0.0432411,0.406897,-0.189547,0.406897,All
-0.366391,0.409195,0.0435476,0.409195,-0.186111,0.409195,All
-0.365847,0.411494,0.0553699,0.411494,-0.179103,0.411494,All
-0.365472,0.413793,0.0565719,0.413793,-0.168341,0.413793,All
-0.362223,0.416092,0.0578736,0.416092,-0.16492,0.416092,All
-0.362185,0.418391,0.0579684,0.418391,-0.160044,0.418391,All
-0.362101,0.42069,0.0579983,0.42069,-0.154407,0.42069,All
-0.360756,0.422989,0.0621124,0.422989,-0.152461,0.422989,All
-0.360586,0.425287,0.0626193,0.425287,-0.141447,0.425287,All
-0.358702,0.427586,0.0638661,0.427586,-0.135669,0.427586,All
-0.3577,0.429885,0.0644291,0.429885,-0.134,0.429885,All
-0.357073,0.432184,0.0651213,0.432184,-0.133888,0.432184,All
-0.35576,0.434483,0.077385,0.434483,-0.13213,0.434483,All
-0.354548,0.436782,0.0804346,0.436782,-0.13016,0.436782,All
-0.353192,0.43908,0.082864,0.43908,-0.108106,0.43908,All
-0.352433,0.441379,0.0873757,0.441379,-0.102002,0.441379,All
-0.351087,0.443678,0.0946496,0.443678,-0.101914,0.443678,All
-0.350657,0.445977,0.0991049,0.445977,-0.0985652,0.445977,All
-0.350198,0.448276,0.101778,0.448276,-0.0951119,0.448276,All
-0.348028,0.450575,0.109253,0.450575,-0.0936189,0.450575,All
-0.347537,0.452874,0.110288,0.452874,-0.0839939,0.452874,All
-0.346963,0.455172,0.111412,0.455172,-0.0839622,0.455172,All
-0.344503,0.457471,0.111429,0.457471,-0.0726654,0.457471,All
-0.344027,0.45977,0.114174,0.45977,-0.0721952,0.45977,All
-0.341893,0.462069,0.114705,0.462069,-0.0713018,0.462069,All
-0.34088,0.464368,0.130789,0.464368,-0.0710436,0.464368,All
-0.340639,0.466667,0.137122,0.466667,-0.0681039,0.466667,All
-0.337617,0.468966,0.142111,0.468966,-0.067471,0.468966,All
-0.33374,0.471264,0.146848,0.471264,-0.062764,0.471264,All
-0.33355,0.473563,0.149507,0.473563,-0.0590814,0.473563,All
-0.33272,0.475862,0.15288,0.475862,-0.0585363,0.475862,All
-0.329894,0.478161,0.160526,0.478161,-0.0567901,0.478161,All
-0.32964,0.48046,0.179907,0.48046,-0.0537035,0.48046,All
-0.328148,0.482759,0.182992,0.482759,-0.0467979,0.482759,All
-0.326536,0.485057,0.191451,0.485057,-0.0465929,0.485057,All
-0.325025,0.487356,0.197218,0.487356,-0.0441296,0.487356,All
-0.324193,0.489655,0.197364,0.489655,-0.037809,0.489655,All
-0.318447,0.491954,0.202292,0.491954,-0.0192607,0.491954,All
-0.317606,0.494253,0.203119,0.494253,-0.019148,0.494253,All
-0.317217,0.496552,0.221671,0.496552,-0.0151777,0.496552,All
-0.31635,0.498851,0.227079,0.498851,-0.0131839,0.498851,All
-0.312572,0.501149,0.229418,0.501149,-0.0127318,0.501149,All
-0.303673,0.503448,0.23122,0.503448,0.00182488,0.503448,All
-0.301526,0.505747,0.237935,0.505747,0.00449951,0.505747,All
-0.300821,0.508046,0.239995,0.508046,0.00528006,0.508046,All
-0.300373,0.510345,0.240087,0.510345,0.00533422,0.510345,All
-0.294172,0.512644,0.247174,0.512644,0.0068523,0.512644,All
-0.292208,0.514943,0.255995,0.514943,0.0073025,0.514943,All
-0.289893,0.517241,0.264063,0.517241,0.00924962,0.517241,All
-0.289775,0.51954,0.279333,0.51954,0.0139043,0.51954,All
-0.289315,0.521839,0.281629,0.521839,0.0278916,0.521839,All
-0.285374,0.524138,0.283759,0.524138,0.0344576,0.524138,All
-0.285205,0.526437,0.294936,0.526437,0.0452011,0.526437,All
-0.275391,0.528736,0.296987,0.528736,0.0518765,0.528736,All
-0.273499,0.531034,0.297272,0.531034,0.0572056,0.531034,All
-0.273143,0.533333,0.299317,0.533333,0.0635908,0.533333,All
-0.27013,0.535632,0.3105,0.535632,0.0801572,0.535632,All
-0.266424,0.537931,0.311921,0.537931,0.105513,0.537931,All
-0.256344,0.54023,0.317292,0.54023,0.120703,0.54023,All
-0.24597,0.542529,0.331624,0.542529,0.125523,0.542529,All
-0.243657,0.544828,0.336267,0.544828,0.126458,0.544828,All
-0.23584,0.547126,0.33644,0.547126,0.128856,0.547126,All
-0.232345,0.549425,0.340967,0.549425,0.134008,0.549425,All
-0.221935,0.551724,0.343264,0.551724,0.137117,0.551724,All
-0.221878,0.554023,0.34993,0.554023,0.139403,0.554023,All
-0.216117,0.556322,0.357639,0.556322,0.139636,0.556322,All
-0.215017,0.558621,0.359963,0.558621,0.142793,0.558621,All
-0.20417,0.56092,0.362578,0.56092,0.152157,0.56092,All
-0.197943,0.563218,0.365154,0.563218,0.154125,0.563218,All
-0.19289,0.565517,0.366366,0.565517,0.175355,0.565517,All
-0.191491,0.567816,0.3744,0.567816,0.180777,0.567816,All
-0.183351,0.570115,0.380477,0.570115,0.180808,0.570115,All
-0.180773,0.572414,0.383778,0.572414,0.195222,0.572414,All
-0.179595,0.574713,0.392439,0.574713,0.20317,0.574713,All
-0.177941,0.577011,0.396587,0.577011,0.203629,0.577011,All
-0.173762,0.57931,0.398053,0.57931,0.226408,0.57931,All
-0.166667,0.581609,0.399615,0.581609,0.24339,0.581609,All
-0.158979,0.583908,0.402103,0.583908,0.243871,0.583908,All
-0.15821,0.586207,0.40638,0.586207,0.245184,0.586207,All
-0.153734,0.588506,0.407442,0.588506,0.245336,0.588506,All
-0.153718,0.590805,0.410172,0.590805,0.272254,0.590805,All
-0.150435,0.593103,0.42608,0.593103,0.289591,0.593103,All
-0.150203,0.595402,0.428102,0.595402,0.29606,0.595402,All
-0.14872,0.597701,0.430808,0.597701,0.297696,0.597701,All
-0.144428,0.6,0.431981,0.6,0.299422,0.6,All
-0.137817,0.602299,0.433531,0.602299,0.306595,0.602299,All
-0.136784,0.604598,0.436068,0.604598,0.311411,0.604598,All
-0.135653,0.606897,0.436983,0.606897,0.31492,0.606897,All
-0.125794,0.609195,0.438717,0.609195,0.338225,0.609195,All
-0.122868,0.611494,0.449159,0.611494,0.340358,0.611494,All
-0.116609,0.613793,0.465156,0.613793,0.341114,0.613793,All
-0.116346,0.616092,0.465438,0.616092,0.358544,0.616092,All
-0.112748,0.618391,0.471969,0.618391,0.381328,0.618391,All
-0.107491,0.62069,0.475464,0.62069,0.383504,0.62069,All
-0.101834,0.622989,0.476541,0.622989,0.38504,0.622989,All
-0.0994895,0.625287,0.480848,0.625287,0.394585,0.625287,All
-0.0912879,0.627586,0.48427,0.627586,0.395166,0.627586,All
-0.0865296,0.629885,0.486093,0.629885,0.401075,0.629885,All
-0.086211,0.632184,0.491293,0.632184,0.401264,0.632184,All
-0.0775068,0.634483,0.491424,0.634483,0.407252,0.634483,All
-0.0714892,0.636782,0.494924,0.636782,0.412449,0.636782,All
-0.0680313,0.63908,0.495422,0.63908,0.412788,0.63908,All
