parameter,value,se_lin,rse_lin
CL_pop,0.285219839892981,0.0166864881185561,5.85039530378293
Vc_pop,6.07729994761032,0.354106185638846,5.82670246147857
Q1_pop,0.0130813144393111,0.00265584367484546,20.3025749986125
Vp1_pop,13.1138965414384,4.55369255773539,34.7241763220127
omega_CL,0.386204499109485,0.0417396631720999,10.8076584473624
omega_Vc,0.281492676509271,0.0553469657944907,19.6619558564849
omega_Q1,1.08281899235458,0.136677059635774,12.6223367525694
omega_Vp1,1.2710636574841,0.293408506563977,23.0836988247104
b,0.484413327569679,0.0218629838029739,4.51329114181507
