pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-0.0700721,0.905882,1.31278,0.905882,0.737158,0.905882,All
-0.0663845,0.908824,1.35088,0.908824,0.745859,0.908824,All
-0.0562123,0.911765,1.36644,0.911765,0.748909,0.911765,All
-0.0413042,0.914706,1.37127,0.914706,0.772976,0.914706,All
-0.0381581,0.917647,1.37597,0.917647,0.842291,0.917647,All
0.00108787,0.920588,1.40623,0.920588,0.892415,0.920588,All
0.0274756,0.923529,1.42828,0.923529,0.899129,0.923529,All
0.0417404,0.926471,1.44394,0.926471,0.908517,0.926471,All
0.0548639,0.929412,1.45129,0.929412,0.918826,0.929412,All
0.0651834,0.932353,1.45843,0.932353,0.928017,0.932353,All
0.0906371,0.935294,1.45987,0.935294,0.958142,0.935294,All
0.135688,0.938235,1.54962,0.938235,0.990139,0.938235,All
0.160452,0.941176,1.59385,0.941176,0.997151,0.941176,All
0.172054,0.944118,1.62149,0.944118,1.11326,0.944118,All
0.204091,0.947059,1.73677,0.947059,1.15572,0.947059,All
0.2077,0.95,1.7661,0.95,1.15608,0.95,All
0.210483,0.952941,1.79624,0.952941,1.1676,0.952941,All
0.334649,0.955882,1.8284,0.955882,1.16886,0.955882,All
0.414159,0.958824,1.84244,0.958824,1.29107,0.958824,All
0.575848,0.961765,1.91147,0.961765,1.33427,0.961765,All
0.826306,0.964706,1.94385,0.964706,1.3629,0.964706,All
0.855626,0.967647,1.99024,0.967647,1.68586,0.967647,All
1.03264,0.970588,2.03887,0.970588,1.69881,0.970588,All
1.15997,0.973529,2.06101,0.973529,1.70642,0.973529,All
1.23176,0.976471,2.25025,0.976471,1.73754,0.976471,All
1.68666,0.979412,2.33635,0.979412,1.77373,0.979412,All
1.99153,0.982353,2.50783,0.982353,1.77887,0.982353,All
2.0862,0.985294,2.63243,0.985294,1.7874,0.985294,All
2.5786,0.988235,2.8307,0.988235,1.82676,0.988235,All
2.69123,0.991176,3.22695,0.991176,2.07855,0.991176,All
4.61575,0.994118,3.34132,0.994118,2.18807,0.994118,All
9.61943,0.997059,3.67714,0.997059,2.67994,0.997059,All
15.3204,1,4.72069,1,2.8012,1,All
,,,,4,1,All
