pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-0.31908,0.512644,0.243696,0.512644,-0.0161164,0.512644,All
-0.317609,0.514943,0.247841,0.514943,-0.0117306,0.514943,All
-0.306098,0.517241,0.248036,0.517241,-0.00975726,0.517241,All
-0.298264,0.51954,0.248457,0.51954,0.00515969,0.51954,All
-0.29783,0.521839,0.254144,0.521839,0.0150298,0.521839,All
-0.297127,0.524138,0.258121,0.524138,0.0173098,0.524138,All
-0.287719,0.526437,0.261463,0.526437,0.0193611,0.526437,All
-0.286519,0.528736,0.264855,0.528736,0.0195105,0.528736,All
-0.28509,0.531034,0.266285,0.531034,0.0338912,0.531034,All
-0.282956,0.533333,0.270879,0.533333,0.0415124,0.533333,All
-0.278255,0.535632,0.274762,0.535632,0.0420325,0.535632,All
-0.27563,0.537931,0.284262,0.537931,0.0460865,0.537931,All
-0.27201,0.54023,0.284801,0.54023,0.0482997,0.54023,All
-0.270532,0.542529,0.296724,0.542529,0.0584886,0.542529,All
-0.261752,0.544828,0.302533,0.544828,0.0616141,0.544828,All
-0.260191,0.547126,0.306947,0.547126,0.0654215,0.547126,All
-0.256996,0.549425,0.312173,0.549425,0.0737536,0.549425,All
-0.248714,0.551724,0.314592,0.551724,0.0793783,0.551724,All
-0.237716,0.554023,0.317714,0.554023,0.081744,0.554023,All
-0.237365,0.556322,0.320389,0.556322,0.0823711,0.556322,All
-0.235009,0.558621,0.324321,0.558621,0.108791,0.558621,All
-0.228584,0.56092,0.324329,0.56092,0.110408,0.56092,All
-0.218351,0.563218,0.327358,0.563218,0.120077,0.563218,All
-0.215823,0.565517,0.327785,0.565517,0.121388,0.565517,All
-0.204889,0.567816,0.329158,0.567816,0.127245,0.567816,All
-0.204355,0.570115,0.332855,0.570115,0.128856,0.570115,All
-0.204163,0.572414,0.333833,0.572414,0.144347,0.572414,All
-0.201516,0.574713,0.345205,0.574713,0.16047,0.574713,All
-0.199973,0.577011,0.353832,0.577011,0.163042,0.577011,All
-0.190069,0.57931,0.362055,0.57931,0.177695,0.57931,All
-0.187003,0.581609,0.366945,0.581609,0.182801,0.581609,All
-0.185959,0.583908,0.36942,0.583908,0.190125,0.583908,All
-0.182305,0.586207,0.370811,0.586207,0.192627,0.586207,All
-0.182066,0.588506,0.371895,0.588506,0.201901,0.588506,All
-0.181156,0.590805,0.376745,0.590805,0.210194,0.590805,All
-0.174529,0.593103,0.37982,0.593103,0.22813,0.593103,All
-0.169059,0.595402,0.380231,0.595402,0.229745,0.595402,All
-0.154704,0.597701,0.404526,0.597701,0.242323,0.597701,All
-0.152912,0.6,0.4131,0.6,0.24699,0.6,All
-0.139388,0.602299,0.432935,0.602299,0.247245,0.602299,All
-0.129384,0.604598,0.438741,0.604598,0.274849,0.604598,All
-0.129206,0.606897,0.451102,0.606897,0.276688,0.606897,All
-0.12222,0.609195,0.453463,0.609195,0.279633,0.609195,All
-0.116761,0.611494,0.459461,0.611494,0.280414,0.611494,All
-0.113214,0.613793,0.473069,0.613793,0.280477,0.613793,All
-0.108139,0.616092,0.475018,0.616092,0.29247,0.616092,All
-0.10091,0.618391,0.483315,0.618391,0.293682,0.618391,All
-0.0976461,0.62069,0.483777,0.62069,0.294248,0.62069,All
-0.0966792,0.622989,0.495967,0.622989,0.295811,0.622989,All
-0.0884323,0.625287,0.500056,0.625287,0.301766,0.625287,All
-0.0873869,0.627586,0.501556,0.627586,0.316305,0.627586,All
-0.0846741,0.629885,0.50363,0.629885,0.322883,0.629885,All
-0.0732817,0.632184,0.507946,0.632184,0.331816,0.632184,All
-0.0651897,0.634483,0.509192,0.634483,0.340762,0.634483,All
-0.0645461,0.636782,0.514226,0.636782,0.342582,0.636782,All
-0.05713,0.63908,0.523393,0.63908,0.350248,0.63908,All
-0.0569886,0.641379,0.52383,0.641379,0.373111,0.641379,All
-0.0527267,0.643678,0.527785,0.643678,0.382077,0.643678,All
-0.0492369,0.645977,0.53028,0.645977,0.395839,0.645977,All
-0.0477348,0.648276,0.53866,0.648276,0.401075,0.648276,All
-0.0467158,0.650575,0.542822,0.650575,0.405174,0.650575,All
-0.0456821,0.652874,0.543354,0.652874,0.419686,0.652874,All
-0.0377983,0.655172,0.545788,0.655172,0.425843,0.655172,All
-0.0239593,0.657471,0.554451,0.657471,0.427226,0.657471,All
-0.00751954,0.65977,0.555614,0.65977,0.429229,0.65977,All
-0.00187122,0.662069,0.557984,0.662069,0.432107,0.662069,All
0.00840452,0.664368,0.559559,0.664368,0.43572,0.664368,All
0.0101841,0.666667,0.561891,0.666667,0.444161,0.666667,All
0.0202275,0.668966,0.56382,0.668966,0.448607,0.668966,All
0.0270775,0.671264,0.565834,0.671264,0.450893,0.671264,All
0.0297512,0.673563,0.57129,0.673563,0.451238,0.673563,All
0.0298117,0.675862,0.571894,0.675862,0.454104,0.675862,All
0.0422531,0.678161,0.572528,0.678161,0.454823,0.678161,All
0.0524917,0.68046,0.573355,0.68046,0.461677,0.68046,All
0.0613723,0.682759,0.58344,0.682759,0.464448,0.682759,All
0.0789797,0.685057,0.58522,0.685057,0.480053,0.685057,All
0.0856721,0.687356,0.585978,0.687356,0.483792,0.687356,All
0.0877728,0.689655,0.585991,0.689655,0.489628,0.689655,All
0.0895682,0.691954,0.599165,0.691954,0.515169,0.691954,All
0.0903787,0.694253,0.602084,0.694253,0.52615,0.694253,All
0.0921706,0.696552,0.60215,0.696552,0.527841,0.696552,All
0.106784,0.698851,0.602786,0.698851,0.547494,0.698851,All
0.109728,0.701149,0.603606,0.701149,0.548495,0.701149,All
0.11076,0.703448,0.605424,0.703448,0.560206,0.703448,All
0.111372,0.705747,0.608892,0.705747,0.560855,0.705747,All
0.113959,0.708046,0.619013,0.708046,0.573541,0.708046,All
0.114675,0.710345,0.628655,0.710345,0.574229,0.710345,All
0.119678,0.712644,0.632201,0.712644,0.577353,0.712644,All
0.130713,0.714943,0.63456,0.714943,0.57977,0.714943,All
0.136696,0.717241,0.637927,0.717241,0.580541,0.717241,All
0.153782,0.71954,0.640243,0.71954,0.584151,0.71954,All
0.156554,0.721839,0.645959,0.721839,0.58858,0.721839,All
0.179708,0.724138,0.650052,0.724138,0.591593,0.724138,All
0.183182,0.726437,0.650435,0.726437,0.609258,0.726437,All
0.188924,0.728736,0.658795,0.728736,0.618797,0.728736,All
0.194791,0.731034,0.660829,0.731034,0.632987,0.731034,All
0.196322,0.733333,0.664237,0.733333,0.6354,0.733333,All
0.20249,0.735632,0.666642,0.735632,0.638995,0.735632,All
0.211575,0.737931,0.670919,0.737931,0.659081,0.737931,All
0.22232,0.74023,0.672762,0.74023,0.659232,0.74023,All
0.237753,0.742529,0.674087,0.742529,0.661366,0.742529,All
0.239701,0.744828,0.687659,0.744828,0.692687,0.744828,All
0.240937,0.747126,0.693733,0.747126,0.723817,0.747126,All
0.255532,0.749425,0.696995,0.749425,0.724269,0.749425,All
0.256243,0.751724,0.713827,0.751724,0.724676,0.751724,All
0.264137,0.754023,0.717455,0.754023,0.746462,0.754023,All
0.273838,0.756322,0.721559,0.756322,0.749648,0.756322,All
0.275819,0.758621,0.736234,0.758621,0.750023,0.758621,All
0.278898,0.76092,0.738552,0.76092,0.762535,0.76092,All
0.287482,0.763218,0.739833,0.763218,0.770786,0.763218,All
0.291144,0.765517,0.74051,0.765517,0.777806,0.765517,All
0.306347,0.767816,0.749558,0.767816,0.780457,0.767816,All
0.306981,0.770115,0.75767,0.770115,0.781549,0.770115,All
0.309055,0.772414,0.758959,0.772414,0.784519,0.772414,All
0.31457,0.774713,0.764696,0.774713,0.791568,0.774713,All
0.327843,0.777011,0.768363,0.777011,0.791924,0.777011,All
