rep,id,Vc,Ke,Kpc,Kcp
1,1,4.42636068743971,0.0514523117953988,0.00268944465629878,0.0385190238671594
1,2,7.15323769872524,0.0311793352350056,0.00292245259408618,0.000281826125866545
1,3,5.46433327447421,0.0677943215730374,0.00357859623124602,0.00369541486971113
1,4,13.180329300485,0.0239240098135017,0.00243475503590188,0.00100459795416384
1,5,3.59383857695925,0.0581619784388442,0.00212144999922164,7.07200203725866e-5
1,6,7.28721654172373,0.0280243983416127,0.00505024180756276,0.00121284307565653
1,7,6.25399630907934,0.0643401350212149,0.00275744928132441,0.0069572286195894
1,8,3.52714422898425,0.0398354640851715,0.00454447013935828,0.00519956430446599
1,9,7.51350221212677,0.0451146789484424,0.00464296319266865,0.000213681933730318
1,10,3.35812179547533,0.0307626771067658,0.00220009115407491,0.00167580633221995
1,11,4.25229611728486,0.0440027493008811,0.00102004325488786,0.00124988977740502
1,12,5.6143127683827,0.0741138633867216,0.00415502153887347,0.000595325808000334
1,13,10.9923808380262,0.0201659003757654,0.00433974767126902,0.0108513222092491
1,14,16.9649982445927,0.079321678843932,0.00118402397169437,0.000158459947015169
1,15,7.8771300438654,0.0416412386725306,0.00377376886270823,0.00223699042889668
1,16,5.66195911408475,0.0708445482134467,0.00119993439876516,0.00257118418939863
1,17,6.60465944303323,0.0451431579680973,0.00419245045048786,0.000945418472189081
1,18,4.17963391212381,0.0441407238920442,0.00222348678096805,0.000297566220397067
1,19,8.38273449126561,0.0520871597726451,0.00346914898161554,1.48534807018175e-5
1,20,3.621243774538,0.0309906715965797,0.00239999551827044,0.000822925347084962
1,21,6.0643916240502,0.0267401848857362,0.00322693174438673,0.00676616416856368
1,22,15.709061576919,0.0512625715297493,0.00336034459009276,0.00416613752331523
1,23,5.30285879849877,0.0399600682364702,0.00456053128584443,0.00208983044510471
1,24,8.97997561962472,0.0214737196961262,0.00240567427138122,0.00128741484127805
1,25,3.61213458908678,0.0413312074466549,0.00250029869437746,0.000128654532864284
1,26,7.61324427552964,0.0548413943939208,0.00278923828234917,0.00749128979381604
1,27,5.08662378116889,0.0384490606858681,0.00849619053856954,0.00114534220537606
1,28,4.44737541833636,0.0558658698156269,0.00224434896318705,0.000971112045866795
1,29,6.09202026070363,0.0479434686510956,0.00354306971793617,0.000349956726937827
1,30,5.89006199745985,0.0402318379371166,0.00423778870369446,0.000193831406042695
1,31,3.24760295520058,0.0419507103597823,0.00319337022834947,0.0010081082722601
1,32,4.52466673246538,0.0189940061106504,0.0052513938548826,0.000681609316228183
1,33,11.0827088842703,0.0341049427904791,0.00304982395414999,0.000531786825683037
1,34,6.89395241680852,0.0450144603669627,0.0021919998335329,0.00576044928279953
1,35,4.47590488450088,0.0562504665036433,0.00331378247283378,1.10843995516389e-5
1,36,3.37606454783256,0.0557761832821645,0.0043507509969925,0.000354754168931225
1,37,5.77380637716017,0.0335883250000665,0.00397009663497362,0.000229907630462575
1,38,7.12456209919071,0.0468042259767374,0.00319204523541307,0.000848283376430383
1,39,9.08783467436379,0.0364514802716768,0.00619386336367306,0.0011993878779882
1,40,6.88842184755377,0.107280102678448,0.0101701068450278,0.00497649609595109
1,41,2.15374569384731,0.085899503896352,0.00123987421118786,0.000692868732318994
1,42,7.29631112322545,0.0398993601631098,0.00179637034887224,0.0025654509198457
1,43,8.42416662077395,0.0442804207728269,0.00263189710103259,0.00697543937753866
1,44,6.19858084523557,0.0405508488450833,0.00623761421309681,0.042163410862441
1,45,7.10519197121092,0.0352834241560109,0.002032697692914,0.000530223075093102
1,46,4.50878483637599,0.0544617180969253,0.0116803038637881,0.000128733793376349
1,47,8.73526506712257,0.0291939976312957,0.00526066301376593,0.00245716071242269
1,48,12.3328703299222,0.0526091586037037,0.00815063291839832,0.0121035952454517
1,49,4.70936742849291,0.0363589000606376,0.00544010435719,0.00557410704224324
1,50,4.39250797751339,0.0575293541530452,0.0021045478618381,0.00050371168909419
1,51,5.44178300760048,0.0859167556153364,0.00250013731751409,0.000197205750175033
1,52,6.31809187017894,0.0561483787283676,0.00776026833841287,0.000902418208674049
1,53,5.05134258682004,0.0671306366738241,0.00253948216655509,0.00774306936967137
1,54,4.82054011163267,0.100368429411661,0.0105541279185789,0.00053667835925856
1,55,5.01660048083745,0.0439334816214715,0.00897916056618447,0.000484225427626435
1,56,6.1364370932415,0.0349224739178912,0.00325035326264664,0.00115104621683147
1,57,5.15535567400298,0.0367196608145924,0.00522679533066984,0.00510772285736458
1,58,6.3525227176675,0.0481471241714288,0.00495125075900177,0.00161905292908264
1,59,7.43528785858884,0.0601842452507044,0.00111506363723755,0.000265725962150288
1,60,8.82148476157822,0.0404995157153264,0.00194906058373918,0.000423085873639839
1,61,6.19834842768696,0.0563393046076179,0.00137395160283731,0.00019348466522891
1,62,16.9449475906057,0.0635922314738697,0.00376989775646475,0.000344731068626077
1,63,8.19054008325635,0.0546786236583777,0.00278756567258778,5.99811221772031e-5
1,64,1.77854392561201,0.0561448202605274,0.00169013323060692,6.51585868679119e-6
1,65,10.3427814401506,0.0544638823009862,0.00522387636073305,8.45838567711008e-5
1,66,7.50913101782036,0.0496731044278465,0.0102433585456226,0.000781143390076674
1,67,3.98347554065149,0.061754321809738,0.00328424904027873,5.62233157600195e-5
1,68,11.2760075984366,0.0635519021083086,0.00420447502181027,0.000219513277816414
