rep,id,eta_Vc,eta_Ke,eta_Kpc,eta_Kcp
1,1,-0.355846575380435,0.0970457285101718,-0.370567900612042,3.89753652362557
1,2,0.124140772649883,-0.403854122450412,-0.287479432221619,-1.02008069519349
1,3,-0.145182191553573,0.372868773213225,-0.0849320161013534,1.55347710472664
1,4,0.735301207066263,-0.668727116238533,-0.47005647523843,0.250971693815689
1,5,-0.56420343379679,0.219622184205156,-0.607802808654426,-2.40264229462652
1,6,0.142697347857387,-0.51053416551897,0.259533499386619,0.439351530754421
1,7,-0.0102036376923937,0.320573954750959,-0.345596546455694,2.18616548616065
1,8,-0.582935763318147,-0.15885209266484,0.154008514394064,1.89495911242667
1,9,0.173277390345608,-0.0344019964874458,0.175450156077373,-1.29688238261384
1,10,-0.632042478317872,-0.417307492685728,-0.571403832263675,0.762678719767375
1,11,-0.395965206620844,-0.0593575495384671,-1.34005759229016,0.469439647302671
1,12,-0.118105117954079,0.46199293942639,0.0644149866983659,-0.272262168878286
1,13,0.553778075157977,-0.839616587864795,0.107913580721504,2.63067121311779
1,14,0.987727988205632,0.52990180326752,-1.19098384281966,-1.59586913986627
1,15,0.220539323340514,-0.114518675132355,-0.0318284250145844,1.05151568190702
1,16,-0.109654341002946,0.416878349267486,-1.17763573783609,1.19075084482078
1,17,0.0443510696072791,-0.0337709372559605,0.073382770597834,0.190256656158025
1,18,-0.413200644688657,-0.0562268650111184,-0.560826039634984,-0.965734211243501
1,19,0.28274986631454,0.109308799268959,-0.115993311814888,-3.9631367725515
1,20,-0.556606755605582,-0.409923422654208,-0.484435755475167,0.051494487252322
1,21,-0.0409900785010437,-0.557442179764665,-0.188370864007967,2.15831861177113
1,22,0.91081340980155,0.0933512204636839,-0.147859100148231,1.67337363112369
1,23,-0.175178235478733,-0.155729004217344,0.157536501353124,0.983467213893969
1,24,0.351572860788311,-0.776779817863575,-0.482072398855778,0.499020486623928
1,25,-0.559125410045798,-0.121991822743615,-0.443492422951764,-1.80424022884357
1,26,0.186465091883067,0.16083561534024,-0.334134083961829,2.26012526276803
1,27,-0.216810000368477,-0.194275399458643,0.779715265664212,0.382087739630094
1,28,-0.351110178009085,0.179343970219105,-0.551487140428252,0.217070852846184
1,29,-0.0364445457423723,0.0264129147802019,-0.094909122094001,-0.803561491510534
1,30,-0.0701577830656495,-0.148950994962538,0.0841389756111335,-1.39438226081855
1,31,-0.665507134588073,-0.107114299358705,-0.198825768429209,0.254459854789626
1,32,-0.333880382402593,-0.89948620408013,0.298590912093771,-0.136914357432927
1,33,0.56196182901941,-0.314167341962935,-0.244818756437367,-0.385128295594587
1,34,0.0872202593960343,-0.0366258859763517,-0.575088332297261,1.99739975010431
1,35,-0.344715766445891,0.186204668832631,-0.161812347445186,-4.25583232707509
1,36,-0.62671361038869,0.177737289756553,0.110445847746283,-0.789945933314559
1,37,-0.0900927594509433,-0.329431129264341,0.018887810266027,-1.2236933794566
1,38,0.120123957945006,0.00236383187954559,-0.199240774457535,0.0818437492585096
1,39,0.363512363613745,-0.247627596965609,0.463656396402573,0.428195602923694
1,40,0.0864177025294859,0.831833530464432,0.959550090467713,1.85111032615912
1,41,-1.07621579707471,0.609568387995312,-1.14489269355914,-0.120530439235115
1,42,0.143944588290515,-0.157249377860659,-0.774134469205259,1.18851853833537
1,43,0.287680247371948,-0.0530670552722929,-0.392197708093538,2.18877959687131
1,44,-0.0191039366376449,-0.141052951979003,0.470695146186915,3.98793708172233
1,45,0.117401473796916,-0.280196382610433,-0.650538801843849,-0.388073186633573
1,46,-0.337396626959164,0.153888369001003,1.09800136735696,-1.80362434609761
1,47,0.323943981973468,-0.469646538043911,0.300354441610673,1.1453907793737
1,48,0.668843775896048,0.119280556912418,0.738192957496666,2.73988681414464
1,49,-0.293870711478844,-0.250170648121518,0.333895618550834,1.96451641067474
1,50,-0.363523949313841,0.208685658932803,-0.615801973852831,-0.439366942086865
1,51,-0.149317540641498,0.609769203902856,-0.443556968068647,-1.37712340018376
1,52,-7.06326179011896e-6,0.184388141213735,0.689114287849637,0.14370705756236
1,53,-0.223770239828941,0.363030856482299,-0.427942436629169,2.29318244633417
1,54,-0.270538328418283,0.765238044101825,0.996614429858392,-0.375972044518408
1,55,-0.230671797307076,-0.0609329569219628,0.835003774351571,-0.47882044318671
1,56,-0.0291800107993403,-0.290479091853187,-0.181138938806397,0.387055560518876
1,57,-0.203388195542595,-0.240297336981354,0.293895717348498,1.87713795806586
1,58,0.00542770582500429,0.0306517443947505,0.239737597808952,0.728225644567237
1,59,0.162812989294198,0.253800945649033,-1.25099114840092,-1.07890544076698
1,60,0.333765889607778,-0.142319649220874,-0.692555120872719,-0.613795831618549
1,61,-0.0191414326245174,0.187782753973657,-1.04221165581385,-1.39617274116334
1,62,0.986545405583932,0.308881650632687,-0.0328547446489749,-0.818606399204035
1,63,0.259555533364026,0.157863175081679,-0.334733929258546,-2.56734111869415
1,64,-1.26762929633375,0.184324763059522,-0.835095264933664,-4.78713199763515
1,65,0.492864524428844,0.153928106290551,0.293337098706771,-2.22362757093423
1,66,0.172695442512247,0.0618539626144883,0.966726923367656,-0.00061226999263031
1,67,-0.461269616904148,0.279554296265039,-0.170764602291879,-2.63203945899066
1,68,0.579252940552589,0.30824726246585,0.0762468140103003,-1.26995827915311
