parameter,value,se_lin,rse_lin
Vc_pop,6.31813649667344,0.455764413559389,7.21358922523046
Ke_pop,0.046693719316316,0.0021578267404355,4.62123551524733
Kpc_pop,0.00389581393015767,0.000616885332308109,15.8345686772351
Kcp_pop,0.000781621807179632,0.000179273691351098,22.9361168923857
omega_Vc,0.465702231551423,0.0635346240973853,13.6427570651161
omega_Ke,0.346904426567374,0.0339345500983919,9.78210351311309
omega_Kpc,0.637543397705178,0.181232950586882,28.4267629841711
omega_Kcp,1.77990879461555,0.168405863873269,9.4614883854003
b,0.448629720531059,0.0222814210189602,4.96655036420344
