CL_vs_Q1_abscissa,CL_vs_Q1_spline,CL_vs_Q1_regression,CL_vs_Vc_abscissa,CL_vs_Vc_spline,CL_vs_Vc_regression,CL_vs_Vp1_abscissa,CL_vs_Vp1_spline,CL_vs_Vp1_regression,Q1_vs_CL_abscissa,Q1_vs_CL_spline,Q1_vs_CL_regression,Q1_vs_Vc_abscissa,Q1_vs_Vc_spline,Q1_vs_Vc_regression,Q1_vs_Vp1_abscissa,Q1_vs_Vp1_spline,Q1_vs_Vp1_regression,Vc_vs_CL_abscissa,Vc_vs_CL_spline,Vc_vs_CL_regression,Vc_vs_Q1_abscissa,Vc_vs_Q1_spline,Vc_vs_Q1_regression,Vc_vs_Vp1_abscissa,Vc_vs_Vp1_spline,Vc_vs_Vp1_regression,Vp1_vs_CL_abscissa,Vp1_vs_CL_spline,Vp1_vs_CL_regression,Vp1_vs_Q1_abscissa,Vp1_vs_Q1_spline,Vp1_vs_Q1_regression,Vp1_vs_Vc_abscissa,Vp1_vs_Vc_spline,Vp1_vs_Vc_regression
-3.44658,-2.07945,-1.50588,-1.6765,-2.3178,-2.03322,-0.82746,0.597122,0.931488,-2.83825,-3.59945,-3.16016,-1.6765,-3.09907,-2.17185,-0.82746,0.430325,0.34188,-2.83825,-1.76591,-1.75766,-3.44658,-1.40289,-0.901102,-0.82746,0.345561,0.505181,-2.83825,0.717848,0.866599,-3.44658,0.439034,0.208863,-1.6765,0.533445,0.593171
-3.36401,-2.01612,-1.46937,-1.64742,-2.25982,-1.99739,-0.802213,0.552882,0.903271,-2.79196,-3.54347,-3.10969,-1.64742,-3.0427,-2.13476,-0.802213,0.418394,0.329124,-2.79196,-1.7416,-1.72949,-3.36401,-1.3589,-0.879998,-0.802213,0.313923,0.488946,-2.79196,0.712809,0.852768,-3.36401,0.430147,0.204339,-1.64742,0.52296,0.583053
-3.28143,-1.95279,-1.43286,-1.61833,-2.20184,-1.96156,-0.776965,0.508642,0.875054,-2.74567,-3.48749,-3.05921,-1.61833,-2.98634,-2.09767,-0.776965,0.406463,0.316367,-2.74567,-1.71729,-1.70131,-3.28143,-1.31491,-0.858894,-0.776965,0.282284,0.472711,-2.74567,0.707769,0.838938,-3.28143,0.421261,0.199816,-1.61833,0.512475,0.572934
-3.19886,-1.88946,-1.39634,-1.58924,-2.14386,-1.92573,-0.751717,0.464402,0.846837,-2.69937,-3.43151,-3.00874,-1.58924,-2.92998,-2.06057,-0.751717,0.394532,0.303611,-2.69937,-1.69298,-1.67313,-3.19886,-1.27092,-0.83779,-0.751717,0.250646,0.456476,-2.69937,0.70273,0.825107,-3.19886,0.412374,0.195293,-1.58924,0.50199,0.562815
-3.11628,-1.82614,-1.35983,-1.56015,-2.08588,-1.8899,-0.726469,0.459191,0.818619,-2.65308,-3.37553,-2.95827,-1.56015,-2.87361,-2.02348,-0.726469,0.399235,0.290855,-2.65308,-1.66867,-1.64495,-3.11628,-1.22693,-0.816685,-0.726469,0.244348,0.44024,-2.65308,0.697691,0.811276,-3.11628,0.403487,0.190769,-1.56015,0.491505,0.552696
-3.03371,-1.76281,-1.32332,-1.53106,-2.0279,-1.85407,-0.701221,0.463796,0.790402,-2.60679,-3.31954,-2.9078,-1.53106,-2.81725,-1.98639,-0.701221,0.408121,0.278099,-2.60679,-1.64436,-1.61678,-3.03371,-1.18294,-0.795581,-0.701221,0.244423,0.424005,-2.60679,0.692652,0.797445,-3.03371,0.394601,0.186246,-1.53106,0.481021,0.542578
-2.95113,-1.69948,-1.2868,-1.50197,-1.96992,-1.81824,-0.675973,0.468401,0.762185,-2.5605,-3.26356,-2.85733,-1.50197,-2.76088,-1.9493,-0.675973,0.417007,0.265343,-2.5605,-1.62005,-1.5886,-2.95113,-1.13895,-0.774477,-0.675973,0.244498,0.40777,-2.5605,0.687613,0.783614,-2.95113,0.385714,0.181722,-1.50197,0.470536,0.532459
-2.86856,-1.63615,-1.25029,-1.47288,-1.91194,-1.78241,-0.650725,0.473006,0.733968,-2.5142,-3.20758,-2.80686,-1.47288,-2.70452,-1.9122,-0.650725,0.425893,0.252586,-2.5142,-1.59574,-1.56042,-2.86856,-1.09495,-0.753373,-0.650725,0.244573,0.391535,-2.5142,0.682573,0.769784,-2.86856,0.376827,0.177199,-1.47288,0.460051,0.52234
-2.78598,-1.57282,-1.21378,-1.44379,-1.85396,-1.74659,-0.625477,0.477611,0.705751,-2.46791,-3.1516,-2.75639,-1.44379,-2.64816,-1.87511,-0.625477,0.434779,0.23983,-2.46791,-1.57143,-1.53224,-2.78598,-1.05096,-0.732268,-0.625477,0.244647,0.3753,-2.46791,0.677534,0.755953,-2.78598,0.367941,0.172676,-1.44379,0.449566,0.512222
-2.7034,-1.5095,-1.17727,-1.4147,-1.79598,-1.71076,-0.600229,0.482216,0.677534,-2.42162,-3.09562,-2.70592,-1.4147,-2.59179,-1.83802,-0.600229,0.443665,0.227074,-2.42162,-1.54712,-1.50407,-2.7034,-1.00697,-0.711164,-0.600229,0.244722,0.359064,-2.42162,0.672495,0.742122,-2.7034,0.359054,0.168152,-1.4147,0.439081,0.502103
-2.62083,-1.44617,-1.14075,-1.38562,-1.73801,-1.67493,-0.574981,0.486821,0.649317,-2.37533,-3.03964,-2.65545,-1.38562,-2.53543,-1.80092,-0.574981,0.452551,0.214318,-2.37533,-1.52281,-1.47589,-2.62083,-0.962982,-0.69006,-0.574981,0.244797,0.342829,-2.37533,0.667456,0.728291,-2.62083,0.350168,0.163629,-1.38562,0.428596,0.491984
-2.53825,-1.38284,-1.10424,-1.35653,-1.68592,-1.6391,-0.549733,0.496034,0.621099,-2.32904,-2.98366,-2.60498,-1.35653,-2.44987,-1.76383,-0.549733,0.461161,0.201561,-2.32904,-1.4985,-1.44771,-2.53825,-0.918992,-0.668956,-0.549733,0.248192,0.326594,-2.32904,0.662417,0.71446,-2.53825,0.341281,0.159105,-1.35653,0.422427,0.481866
-2.45568,-1.31951,-1.06773,-1.32744,-1.6356,-1.60327,-0.524485,0.508497,0.592882,-2.28274,-2.92767,-2.55451,-1.32744,-2.35557,-1.72674,-0.524485,0.468296,0.188805,-2.28274,-1.47418,-1.41953,-2.45568,-0.875001,-0.647851,-0.524485,0.254115,0.310359,-2.28274,0.657377,0.700629,-2.45568,0.332394,0.154582,-1.32744,0.417549,0.471747
-2.3731,-1.25619,-1.03121,-1.29835,-1.58528,-1.56744,-0.499237,0.52096,0.564665,-2.23645,-2.87169,-2.50404,-1.29835,-2.26128,-1.68964,-0.499237,0.475432,0.176049,-2.23645,-1.44987,-1.39136,-2.3731,-0.83101,-0.626747,-0.499237,0.260038,0.294123,-2.23645,0.652338,0.686799,-2.3731,0.323508,0.150058,-1.29835,0.412672,0.461628
-2.29053,-1.19286,-0.994701,-1.26926,-1.53496,-1.53161,-0.473989,0.533424,0.536448,-2.19016,-2.81571,-2.45357,-1.26926,-2.16698,-1.65255,-0.473989,0.482568,0.163293,-2.19016,-1.42556,-1.36318,-2.29053,-0.787019,-0.605643,-0.473989,0.265961,0.277888,-2.19016,0.647299,0.672968,-2.29053,0.314621,0.145535,-1.26926,0.407794,0.451509
-2.20795,-1.12953,-0.958188,-1.24017,-1.48464,-1.49578,-0.448741,0.545887,0.508231,-2.14387,-2.75973,-2.4031,-1.24017,-2.07268,-1.61546,-0.448741,0.489703,0.150536,-2.14387,-1.40125,-1.335,-2.20795,-0.743028,-0.584539,-0.448741,0.271885,0.261653,-2.14387,0.64226,0.659137,-2.20795,0.305735,0.141012,-1.24017,0.402916,0.441391
-2.12538,-1.0662,-0.921675,-1.21108,-1.43432,-1.45995,-0.423493,0.55835,0.480014,-2.09758,-2.69941,-2.35263,-1.21108,-1.97838,-1.57836,-0.423493,0.496839,0.13778,-2.09758,-1.3761,-1.30683,-2.12538,-0.699038,-0.563434,-0.423493,0.277808,0.245418,-2.09758,0.636916,0.645306,-2.12538,0.296848,0.136488,-1.21108,0.398038,0.431272
-2.0428,-1.00288,-0.885163,-1.18199,-1.384,-1.42413,-0.398245,0.566518,0.451796,-2.05128,-2.61337,-2.30216,-1.18199,-1.88409,-1.54127,-0.398245,0.496572,0.125024,-2.05128,-1.34599,-1.27865,-2.0428,-0.655047,-0.54233,-0.398245,0.281758,0.229183,-2.05128,0.629767,0.631475,-2.0428,0.287961,0.131965,-1.18199,0.393161,0.421153
-1.96023,-0.939548,-0.84865,-1.1529,-1.33368,-1.3883,-0.372997,0.571156,0.423579,-2.00499,-2.52733,-2.25169,-1.1529,-1.78979,-1.50418,-0.372997,0.490219,0.112268,-2.00499,-1.31588,-1.25047,-1.96023,-0.611056,-0.521226,-0.372997,0.284087,0.212947,-2.00499,0.622618,0.617645,-1.96023,0.279075,0.127441,-1.1529,0.388283,0.411035
-1.87765,-0.87622,-0.812137,-1.12381,-1.28336,-1.35247,-0.347749,0.575794,0.395362,-1.9587,-2.44129,-2.20122,-1.12381,-1.69549,-1.46708,-0.347749,0.483866,0.0995115,-1.9587,-1.28576,-1.22229,-1.87765,-0.567065,-0.500122,-0.347749,0.286416,0.196712,-1.9587,0.615469,0.603814,-1.87765,0.270188,0.122918,-1.12381,0.383405,0.400916
-1.79508,-0.812892,-0.775624,-1.09473,-1.23304,-1.31664,-0.322501,0.580432,0.367145,-1.91241,-2.35525,-2.15075,-1.09473,-1.60119,-1.42999,-0.322501,0.477514,0.0867553,-1.91241,-1.25565,-1.19412,-1.79508,-0.523075,-0.479017,-0.322501,0.288745,0.180477,-1.91241,0.60832,0.589983,-1.79508,0.261301,0.118395,-1.09473,0.378527,0.390797
-1.7125,-0.749565,-0.739111,-1.06564,-1.18272,-1.28081,-0.297253,0.58507,0.338928,-1.86611,-2.26921,-2.10028,-1.06564,-1.5069,-1.3929,-0.297253,0.471161,0.0739991,-1.86611,-1.22554,-1.16594,-1.7125,-0.479084,-0.457913,-0.297253,0.291074,0.164242,-1.86611,0.601171,0.576152,-1.7125,0.252415,0.113871,-1.06564,0.37365,0.380679
-1.62993,-0.686237,-0.702598,-1.03655,-1.13265,-1.24498,-0.272005,0.589708,0.310711,-1.81982,-2.18317,-2.04981,-1.03655,-1.41254,-1.35581,-0.272005,0.464808,0.0612428,-1.81982,-1.19542,-1.13776,-1.62993,-0.435093,-0.436809,-0.272005,0.293403,0.148007,-1.81982,0.594022,0.562321,-1.62993,0.243528,0.109348,-1.03655,0.368796,0.37056
-1.54735,-0.625744,-0.666086,-1.00746,-1.08593,-1.20915,-0.246757,0.594346,0.282493,-1.77353,-2.09713,-1.99934,-1.00746,-1.31733,-1.31871,-0.246757,0.458456,0.0484866,-1.77353,-1.16531,-1.10958,-1.54735,-0.392604,-0.415705,-0.246757,0.295731,0.131771,-1.77353,0.586873,0.548491,-1.54735,0.233008,0.104824,-1.00746,0.364276,0.360441
-1.46478,-0.570851,-0.629573,-0.97837,-1.03921,-1.17332,-0.221509,0.598984,0.254276,-1.72724,-2.01109,-1.94887,-0.97837,-1.22211,-1.28162,-0.221509,0.452103,0.0357304,-1.72724,-1.1352,-1.08141,-1.46478,-0.353082,-0.3946,-0.221509,0.29806,0.115536,-1.72724,0.579724,0.53466,-1.46478,0.21926,0.100301,-0.97837,0.359756,0.350322
-1.3822,-0.515958,-0.59306,-0.949281,-0.992493,-1.13749,-0.196261,0.603621,0.226059,-1.68095,-1.92505,-1.8984,-0.949281,-1.1269,-1.24453,-0.196261,0.44575,0.0229741,-1.68095,-1.10508,-1.05323,-1.3822,-0.313559,-0.373496,-0.196261,0.300389,0.0993009,-1.68095,0.572575,0.520829,-1.3822,0.205512,0.0957776,-0.949281,0.355236,0.340204
-1.29963,-0.461065,-0.556547,-0.920193,-0.951501,-1.10167,-0.171013,0.608259,0.197842,-1.63465,-1.839,-1.84793,-0.920193,-1.05111,-1.20743,-0.171013,0.439398,0.0102179,-1.63465,-1.07497,-1.02505,-1.29963,-0.274037,-0.352392,-0.171013,0.302718,0.0830657,-1.63465,0.565426,0.506998,-1.29963,0.191764,0.0912542,-0.920193,0.348473,0.330085
-1.21705,-0.406172,-0.520034,-0.891104,-0.911876,-1.06584,-0.145765,0.599721,0.169625,-1.58836,-1.75296,-1.79745,-0.891104,-0.979953,-1.17034,-0.145765,0.418972,-0.00253834,-1.58836,-1.04486,-0.996874,-1.21705,-0.234515,-0.331288,-0.145765,0.29773,0.0668305,-1.58836,0.558278,0.493167,-1.21705,0.178016,0.0867308,-0.891104,0.341175,0.319966
-1.13448,-0.351279,-0.483521,-0.862015,-0.872251,-1.03001,-0.120517,0.573758,0.141408,-1.54207,-1.66692,-1.74698,-0.862015,-0.908797,-1.13325,-0.120517,0.381765,-0.0152946,-1.54207,-1.01474,-0.968697,-1.13448,-0.194992,-0.310184,-0.120517,0.282798,0.0505953,-1.54207,0.551129,0.479337,-1.13448,0.164268,0.0822074,-0.862015,0.333877,0.309848
-1.0519,-0.296387,-0.447009,-0.832926,-0.832626,-0.994179,-0.095269,0.547794,0.113191,-1.49578,-1.58088,-1.69651,-0.832926,-0.837641,-1.09615,-0.095269,0.344558,-0.0280508,-1.49578,-0.98463,-0.940519,-1.0519,-0.15547,-0.289079,-0.095269,0.267866,0.03436,-1.49578,0.54398,0.465506,-1.0519,0.15052,0.077684,-0.832926,0.326579,0.299729
-0.969325,-0.241494,-0.410496,-0.803837,-0.793001,-0.958351,-0.070021,0.521831,0.0849734,-1.44948,-1.49484,-1.64604,-0.803837,-0.766484,-1.05906,-0.070021,0.307351,-0.040807,-1.44948,-0.954516,-0.912342,-0.969325,-0.115948,-0.267975,-0.070021,0.252933,0.0181248,-1.44948,0.536831,0.451675,-0.969325,0.136772,0.0731606,-0.803837,0.319281,0.28961
-0.88675,-0.186601,-0.373983,-0.774748,-0.753376,-0.922522,-0.044773,0.495867,0.0567562,-1.40319,-1.4088,-1.59557,-0.774748,-0.695328,-1.02197,-0.044773,0.270144,-0.0535633,-1.40319,-0.924403,-0.884165,-0.88675,-0.0764252,-0.246871,-0.044773,0.238001,0.00188961,-1.40319,0.529682,0.437844,-0.88675,0.123024,0.0686372,-0.774748,0.311982,0.279492
-0.804174,-0.131708,-0.33747,-0.745659,-0.71375,-0.886693,-0.019525,0.469904,0.0285391,-1.3569,-1.32276,-1.5451,-0.745659,-0.624172,-0.984874,-0.019525,0.232937,-0.0663195,-1.3569,-0.894289,-0.855987,-0.804174,-0.0369028,-0.225767,-0.019525,0.223069,-0.0143456,-1.3569,0.522533,0.424013,-0.804174,0.109276,0.0641138,-0.745659,0.304684,0.269373
-0.721599,-0.0798043,-0.300957,-0.71657,-0.674125,-0.850864,0.00572299,0.44394,0.000321912,-1.31061,-1.23672,-1.49463,-0.71657,-0.553015,-0.947781,0.00572299,0.19573,-0.0790757,-1.31061,-0.864176,-0.82781,-0.721599,-0.000855802,-0.204662,0.00572299,0.208137,-0.0305808,-1.31061,0.515384,0.410182,-0.721599,0.0949621,0.0595904,-0.71657,0.297386,0.259254
-0.639024,-0.033075,-0.264444,-0.687481,-0.6345,-0.815035,0.030971,0.417977,-0.0278952,-1.26432,-1.15383,-1.44416,-0.687481,-0.481859,-0.910688,0.030971,0.158523,-0.091832,-1.26432,-0.833888,-0.799632,-0.639024,0.0290624,-0.183558,0.030971,0.193205,-0.046816,-1.26432,0.507277,0.396352,-0.639024,0.0797375,0.055067,-0.687481,0.290088,0.249135
-0.556449,0.0102782,-0.227932,-0.658392,-0.594875,-0.779206,0.056219,0.382192,-0.0561124,-1.21802,-1.08046,-1.39369,-0.658392,-0.410703,-0.873595,0.056219,0.112538,-0.104588,-1.21802,-0.803073,-0.771455,-0.556449,0.054735,-0.162454,0.056219,0.172568,-0.0630513,-1.21802,0.496265,0.382521,-0.556449,0.0640697,0.0505436,-0.658392,0.28279,0.239017
-0.473874,0.0536314,-0.191419,-0.629303,-0.55525,-0.743378,0.0814669,0.332059,-0.0843296,-1.17173,-1.00709,-1.34322,-0.629303,-0.339547,-0.836502,0.0814669,0.0537873,-0.117344,-1.17173,-0.772258,-0.743278,-0.473874,0.0804076,-0.14135,0.0814669,0.143589,-0.0792865,-1.17173,0.485254,0.36869,-0.473874,0.0484018,0.0460202,-0.629303,0.275492,0.228898
-0.391298,0.0969847,-0.154906,-0.600215,-0.515625,-0.707549,0.106715,0.275058,-0.112547,-1.12544,-0.933723,-1.29275,-0.600215,-0.26839,-0.799409,0.106715,-0.0108459,-0.130101,-1.12544,-0.741443,-0.7151,-0.391298,0.10608,-0.120245,0.106715,0.110589,-0.0955217,-1.12544,0.474242,0.354859,-0.391298,0.032734,0.0414968,-0.600215,0.268194,0.218779
-0.308723,0.138566,-0.118393,-0.571126,-0.476,-0.67172,0.131963,0.20506,-0.140764,-1.07915,-0.860356,-1.24228,-0.571126,-0.197234,-0.762316,0.131963,-0.085595,-0.142857,-1.07915,-0.710628,-0.686923,-0.308723,0.129481,-0.0991411,0.131963,0.0700167,-0.111757,-1.07915,0.46323,0.341028,-0.308723,0.0168601,0.0369734,-0.571126,0.260896,0.208661
-0.226148,0.177055,-0.0818802,-0.542037,-0.436374,-0.635891,0.157211,0.132155,-0.168981,-1.03286,-0.786989,-1.19181,-0.542037,-0.126078,-0.725222,0.157211,-0.162592,-0.155613,-1.03286,-0.679813,-0.658746,-0.226148,0.148909,-0.0780369,0.157211,0.0277511,-0.127992,-1.03286,0.452219,0.327198,-0.226148,0.000632054,0.03245,-0.542037,0.253597,0.198542
-0.143573,0.213474,-0.0453674,-0.512948,-0.396749,-0.600062,0.182459,0.0592505,-0.197198,-0.986563,-0.713622,-1.14134,-0.512948,-0.0549213,-0.688129,0.182459,-0.239589,-0.168369,-0.986563,-0.648997,-0.630568,-0.143573,0.165634,-0.0569326,0.182459,-0.0145145,-0.144227,-0.986563,0.441207,0.313367,-0.143573,-0.0158075,0.0279266,-0.512948,0.246299,0.188423
-0.0609974,0.24765,-0.00885456,-0.483859,-0.357124,-0.564233,0.207707,-0.0136543,-0.225415,-0.940271,-0.640254,-1.09087,-0.483859,0.016235,-0.651036,0.207707,-0.316587,-0.181126,-0.940271,-0.618182,-0.602391,-0.0609974,0.179408,-0.0358284,0.207707,-0.0567801,-0.160463,-0.940271,0.430195,0.299536,-0.0609974,-0.0324611,0.0234032,-0.483859,0.239001,0.178305
0.0215779,0.278598,0.0276583,-0.45477,-0.317499,-0.528404,0.232955,-0.0865592,-0.253633,-0.893979,-0.566887,-1.0404,-0.45477,0.0873913,-0.613943,0.232955,-0.393584,-0.193882,-0.893979,-0.587367,-0.574213,0.0215779,0.188998,-0.0147241,0.232955,-0.0990457,-0.176698,-0.893979,0.419184,0.285705,0.0215779,-0.0493011,0.0188798,-0.45477,0.231703,0.168186
0.104153,0.308596,0.0641711,-0.425681,-0.277874,-0.492576,0.258203,-0.171322,-0.28185,-0.847686,-0.49352,-0.989928,-0.425681,0.158548,-0.57685,0.258203,-0.478111,-0.206638,-0.847686,-0.556552,-0.546036,0.104153,0.197359,0.00638011,0.258203,-0.148146,-0.192933,-0.847686,0.408172,0.271874,0.104153,-0.0661929,0.0143564,-0.425681,0.224405,0.158067
0.186728,0.3383,0.100684,-0.396592,-0.238249,-0.456747,0.283451,-0.260707,-0.310067,-0.801394,-0.420153,-0.939458,-0.396592,0.229704,-0.539757,0.283451,-0.564615,-0.219394,-0.801394,-0.525737,-0.517859,0.186728,0.20536,0.0274843,0.283451,-0.199869,-0.209168,-0.801394,0.397161,0.258044,0.186728,-0.0830797,0.00983296,-0.396592,0.217107,0.147948
