parameter,value,se_lin,rse_lin
Vc_pop,13.7499822278288,4.95617314894359,36.044942217545
Ke_pop,0.820135964874006,0.108611284480722,13.2430827487741
Kpc_pop,0.0257028173880341,0.00891564699864488,34.6874308136957
Kcp_pop,0.0182082890554945,0.00790067957005434,43.3905653956557
omega_Vc,1.16388699523837,0.299788920688096,25.7575625395401
omega_Ke,0.504561399542705,0.09930054732581,19.6805676010508
omega_Kpc,1.33903218394281,0.269016041621196,20.0903342613523
omega_Kcp,1.70012920156457,0.336918120393208,19.8172068383482
b,0.898694309528131,0.0386685908965857,4.30275239162125
