CL_pop,0.00027844,0.0026545,5.8242e-6,0.0022704,0,0,0,0,0
Vc_pop,0.0026545,0.12539,0.00022486,0.25228,0,0,0,0,0
Q1_pop,5.8242e-6,0.00022486,7.0535e-6,0.007521,0,0,0,0,0
Vp1_pop,0.0022704,0.25228,0.007521,20.736,0,0,0,0,0
omega_CL,0,0,0,0,0.0017422,-0.00043489,5.3609e-6,-0.00011455,-1.0357e-5
omega_Vc,0,0,0,0,-0.00043489,0.0030633,-0.00011568,2.8824e-5,-0.00021727
omega_Q1,0,0,0,0,5.3609e-6,-0.00011568,0.018681,-0.014406,-5.1555e-5
omega_Vp1,0,0,0,0,-0.00011455,2.8824e-5,-0.014406,0.086089,-0.00034496
b,0,0,0,0,-1.0357e-5,-0.00021727,-5.1555e-5,-0.00034496,0.00047799
