Kcp_vs_Ke_abscissa,Kcp_vs_Ke_spline,Kcp_vs_Ke_regression,Kcp_vs_Kpc_abscissa,Kcp_vs_Kpc_spline,Kcp_vs_Kpc_regression,Kcp_vs_Vc_abscissa,Kcp_vs_Vc_spline,Kcp_vs_Vc_regression,Ke_vs_Kcp_abscissa,Ke_vs_Kcp_spline,Ke_vs_Kcp_regression,Ke_vs_Kpc_abscissa,Ke_vs_Kpc_spline,Ke_vs_Kpc_regression,Ke_vs_Vc_abscissa,Ke_vs_Vc_spline,Ke_vs_Vc_regression,Kpc_vs_Kcp_abscissa,Kpc_vs_Kcp_spline,Kpc_vs_Kcp_regression,Kpc_vs_Ke_abscissa,Kpc_vs_Ke_spline,Kpc_vs_Ke_regression,Kpc_vs_Vc_abscissa,Kpc_vs_Vc_spline,Kpc_vs_Vc_regression,Vc_vs_Kcp_abscissa,Vc_vs_Kcp_spline,Vc_vs_Kcp_regression,Vc_vs_Ke_abscissa,Vc_vs_Ke_spline,Vc_vs_Ke_regression,Vc_vs_Kpc_abscissa,Vc_vs_Kpc_spline,Vc_vs_Kpc_regression
0.188892,-0.313633,-0.231266,0.58572,1.30054,1.01456,0.0923724,0.231238,0.0801154,-0.158723,0.0442151,0.056216,0.58572,0.0440619,0.0178008,0.0923724,0.0230254,0.0642673,-0.158723,0.0695949,0.101631,0.188892,0.0586293,0.101571,0.0923724,0.193154,0.122043,-0.158723,-0.0013127,0.00158504,0.188892,0.0278907,0.0440034,0.58572,0.0434963,0.0866516
0.203908,-0.338083,-0.253628,0.602858,1.37342,1.05212,0.112781,0.314115,0.10575,-0.0800891,0.0333094,0.0525016,0.602858,0.0405729,0.0166413,0.112781,0.017586,0.067806,-0.0800891,0.0751906,0.107576,0.203908,0.0518257,0.100466,0.112781,0.178767,0.124559,-0.0800891,0.00196288,0.00609524,0.203908,0.0396624,0.0477518,0.602858,0.0691682,0.0894488
0.218925,-0.362157,-0.27599,0.619995,1.44636,1.08969,0.13319,0.393648,0.131384,-0.00145526,0.0223323,0.0487873,0.619995,0.0369828,0.0154819,0.13319,0.0132762,0.0713447,-0.00145526,0.080999,0.113522,0.218925,0.0457507,0.0993615,0.13319,0.16111,0.127076,-0.00145526,0.00513293,0.0106054,0.218925,0.0513973,0.0515002,0.619995,0.0953441,0.0922459
0.233941,-0.385819,-0.298351,0.637133,1.51664,1.12725,0.153598,0.469243,0.157018,0.0771786,0.0111729,0.0450729,0.637133,0.0330324,0.0143225,0.153598,0.0100173,0.0748834,0.0771786,0.0880379,0.119468,0.233941,0.0406968,0.0982567,0.153598,0.142947,0.129592,0.0771786,0.00775108,0.0151156,0.233941,0.0629626,0.0552486,0.637133,0.123699,0.0950431
0.248958,-0.40915,-0.320713,0.65427,1.58655,1.16481,0.174007,0.542017,0.182652,0.155812,-0.000100495,0.0413585,0.65427,0.0290514,0.0131631,0.174007,0.00746217,0.0784221,0.155812,0.0968177,0.125414,0.248958,0.0366102,0.0971518,0.174007,0.125008,0.132109,0.155812,0.00962646,0.0196258,0.248958,0.0742934,0.0589969,0.65427,0.152257,0.0978403
0.263974,-0.431928,-0.343075,0.671408,1.65647,1.20238,0.194415,0.60865,0.208287,0.234446,-0.0113739,0.0376442,0.671408,0.0250704,0.0120037,0.194415,0.00637576,0.0819607,0.234446,0.105597,0.131359,0.263974,0.0341572,0.096047,0.194415,0.108324,0.134625,0.234446,0.0115018,0.024136,0.263974,0.0851776,0.0627453,0.671408,0.180815,0.100637
0.27899,-0.454688,-0.365437,0.688545,1.72639,1.23994,0.214824,0.669973,0.233921,0.31308,-0.0226131,0.0339298,0.688545,0.0210894,0.0108443,0.214824,0.00650991,0.0854994,0.31308,0.114463,0.137305,0.27899,0.0317491,0.0949422,0.214824,0.0933101,0.137141,0.31308,0.0133509,0.0286462,0.27899,0.0960481,0.0664937,0.688545,0.209373,0.103435
0.294007,-0.476553,-0.387799,0.705683,1.7963,1.27751,0.235233,0.724129,0.259555,0.391714,-0.0333084,0.0302155,0.705683,0.0171084,0.00968489,0.235233,0.00824984,0.0890381,0.391714,0.124521,0.143251,0.294007,0.0314091,0.0938374,0.235233,0.0810556,0.139658,0.391714,0.0148552,0.0331564,0.294007,0.106257,0.0702421,0.705683,0.237931,0.106232
0.309023,-0.498003,-0.410161,0.72282,1.86622,1.31507,0.255641,0.767376,0.285189,0.470348,-0.0432631,0.0265011,0.72282,0.0131274,0.00852548,0.255641,0.0123607,0.0925768,0.470348,0.13495,0.149196,0.309023,0.0318765,0.0927325,0.255641,0.0735704,0.142174,0.470348,0.0164023,0.0376666,0.309023,0.116182,0.0739905,0.72282,0.266489,0.109029
0.32404,-0.519145,-0.432523,0.739958,1.93021,1.35263,0.27605,0.808173,0.310824,0.548982,-0.0529656,0.0227867,0.739958,0.00931038,0.00736607,0.27605,0.0169992,0.0961155,0.548982,0.145416,0.155142,0.32404,0.03286,0.0916277,0.27605,0.0671721,0.14469,0.548982,0.018001,0.0421768,0.32404,0.125909,0.0777388,0.739958,0.295012,0.111826
0.339056,-0.539268,-0.454885,0.757095,1.99011,1.3902,0.296458,0.837046,0.336458,0.627615,-0.0616474,0.0190724,0.757095,0.00560684,0.00620666,0.296458,0.0241039,0.0996542,0.627615,0.155936,0.161088,0.339056,0.0353595,0.0905229,0.296458,0.0658328,0.147207,0.627615,0.0198461,0.046687,0.339056,0.135014,0.0814872,0.757095,0.323512,0.114623
0.354073,-0.558414,-0.477247,0.774233,2.05,1.42776,0.316867,0.862996,0.362092,0.706249,-0.069193,0.015358,0.774233,0.00190331,0.00504725,0.316867,0.0318132,0.103193,0.706249,0.166261,0.167034,0.354073,0.0390547,0.089418,0.316867,0.0657336,0.149723,0.706249,0.0220703,0.0511972,0.354073,0.143561,0.0852356,0.774233,0.352011,0.11742
0.369089,-0.57756,-0.499609,0.79137,2.1099,1.46533,0.337276,0.88188,0.387726,0.784883,-0.0758303,0.0116436,0.79137,-0.00180023,0.00388784,0.337276,0.0409054,0.106732,0.784883,0.176315,0.172979,0.369089,0.0427498,0.0883132,0.337276,0.0684461,0.15224,0.784883,0.0246442,0.0557074,0.369089,0.152108,0.088984,0.79137,0.38051,0.120218
0.384105,-0.595915,-0.521971,0.808508,2.16494,1.50289,0.357684,0.893711,0.413361,0.863517,-0.0811553,0.00792928,0.808508,-0.00515464,0.00272843,0.357684,0.0513452,0.11027,0.863517,0.185895,0.178925,0.384105,0.0472505,0.0872084,0.357684,0.073888,0.154756,0.863517,0.0277582,0.0602176,0.384105,0.16023,0.0927324,0.808508,0.407894,0.123015
0.399122,-0.612733,-0.544333,0.825645,2.20811,1.54045,0.378093,0.898524,0.438995,0.942151,-0.0848536,0.00421492,0.825645,-0.00765523,0.00156902,0.378093,0.0630513,0.113809,0.942151,0.194746,0.184871,0.399122,0.0530894,0.0861036,0.378093,0.0818689,0.157272,0.942151,0.0315987,0.0647278,0.399122,0.167559,0.0964807,0.825645,0.432551,0.125812
0.414138,-0.629384,-0.566695,0.842783,2.25129,1.57802,0.398501,0.898045,0.464629,1.02078,-0.0870708,0.000500556,0.842783,-0.0101558,0.000409614,0.398501,0.0756609,0.117348,1.02078,0.202853,0.190816,0.414138,0.0590585,0.0849987,0.398501,0.0916429,0.159789,1.02078,0.0361338,0.069238,0.414138,0.174804,0.100229,0.842783,0.457209,0.128609
0.429155,-0.64368,-0.589056,0.85992,2.29447,1.61558,0.41891,0.888766,0.490263,1.09942,-0.0855062,-0.00321381,0.85992,-0.0126564,-0.000749796,0.41891,0.0896477,0.120886,1.09942,0.208739,0.196762,0.429155,0.0664154,0.0838939,0.41891,0.104102,0.162305,1.09942,0.042574,0.0737482,0.429155,0.18094,0.103977,0.85992,0.481866,0.131406
0.444171,-0.656895,-0.611418,0.877058,2.33765,1.65314,0.439319,0.879405,0.515898,1.17805,-0.0831061,-0.00692817,0.877058,-0.015157,-0.00190921,0.439319,0.103647,0.124425,1.17805,0.214134,0.202708,0.444171,0.0743273,0.0827891,0.439319,0.116586,0.164821,1.17805,0.049435,0.0782584,0.444171,0.186578,0.107726,0.877058,0.506524,0.134203
0.459187,-0.67011,-0.63378,0.894195,2.38082,1.69071,0.459727,0.85985,0.541532,1.25669,-0.080706,-0.0106425,0.894195,-0.0176576,-0.00306861,0.459727,0.118803,0.127964,1.25669,0.219529,0.208653,0.459187,0.0822391,0.0816842,0.459727,0.131142,0.167338,1.25669,0.0562961,0.0827687,0.459187,0.192216,0.111474,0.894195,0.531181,0.137
0.474204,-0.683325,-0.656142,0.911333,2.34084,1.72827,0.480136,0.829071,0.567166,1.33532,-0.0773142,-0.0143569,0.911333,-0.0118115,-0.00422802,0.480136,0.135,0.131503,1.33532,0.224285,0.214599,0.474204,0.090151,0.0805794,0.480136,0.147431,0.169854,1.33532,0.06368,0.0872789,0.474204,0.197854,0.115223,0.911333,0.52478,0.139798
0.48922,-0.694218,-0.678504,0.92847,2.26964,1.76584,0.500544,0.798291,0.5928,1.41395,-0.069135,-0.0180713,0.92847,-0.00283284,-0.00538743,0.500544,0.151197,0.135041,1.41395,0.225904,0.220545,0.48922,0.0987425,0.0794746,0.500544,0.163719,0.172371,1.41395,0.0736119,0.0917891,0.48922,0.202505,0.118971,0.92847,0.506722,0.142595
0.504237,-0.701735,-0.700866,0.945608,2.19844,1.8034,0.520953,0.767512,0.618435,1.49259,-0.0585775,-0.0217856,0.945608,0.00614584,-0.00654684,0.520953,0.167394,0.13858,1.49259,0.225951,0.226491,0.504237,0.108322,0.0783697,0.520953,0.180007,0.174887,1.49259,0.0848425,0.0962993,0.504237,0.20572,0.122719,0.945608,0.488664,0.145392
0.519253,-0.709252,-0.723228,0.962745,2.12724,1.84096,0.541362,0.736733,0.644069,1.57122,-0.0466593,-0.0255,0.962745,0.0151245,-0.00770625,0.541362,0.183591,0.142119,1.57122,0.225105,0.232436,0.519253,0.117902,0.0772649,0.541362,0.196295,0.177403,1.57122,0.0968169,0.100809,0.519253,0.208935,0.126468,0.962745,0.470607,0.148189
0.53427,-0.71677,-0.74559,0.979883,2.05604,1.87853,0.56177,0.705953,0.669703,1.64986,-0.034741,-0.0292143,0.979883,0.0241032,-0.00886566,0.56177,0.199787,0.145657,1.64986,0.224259,0.238382,0.53427,0.127482,0.0761601,0.56177,0.212583,0.17992,1.64986,0.108791,0.10532,0.53427,0.21215,0.130216,0.979883,0.452549,0.150986
0.549286,-0.724287,-0.767952,0.99702,1.98484,1.91609,0.582179,0.675174,0.695337,1.72849,-0.0206309,-0.0329287,0.99702,0.0330819,-0.0100251,0.582179,0.215984,0.149196,1.72849,0.222079,0.244328,0.549286,0.137062,0.0750553,0.582179,0.228871,0.182436,1.72849,0.121982,0.10983,0.549286,0.215365,0.133965,0.99702,0.434491,0.153783
0.564302,-0.730588,-0.790314,1.01416,1.91364,1.95365,0.602587,0.642372,0.720972,1.80712,-0.00581861,-0.0366431,1.01416,0.0420606,-0.0111845,0.602587,0.232008,0.152735,1.80712,0.219553,0.250273,0.564302,0.146733,0.0739504,0.602587,0.244617,0.184952,1.80712,0.135576,0.11434,0.564302,0.218104,0.137713,1.01416,0.416434,0.156581
0.579319,-0.731089,-0.812676,1.0313,1.84244,1.99122,0.622996,0.595181,0.746606,1.88576,0.00916405,-0.0403574,1.0313,0.0510393,-0.0123439,0.622996,0.246795,0.156273,1.88576,0.217029,0.256219,0.579319,0.156837,0.0728456,0.622996,0.2565,0.187469,1.88576,0.149282,0.11885,0.579319,0.218573,0.141461,1.0313,0.398376,0.159378
0.594335,-0.731591,-0.835038,1.04843,1.77124,2.02878,0.643405,0.54799,0.77224,1.96439,0.0242467,-0.0440718,1.04843,0.0600179,-0.0135033,0.643405,0.261582,0.159812,1.96439,0.214586,0.262165,0.594335,0.166942,0.0717408,0.643405,0.268383,0.189985,1.96439,0.163067,0.12336,0.594335,0.219042,0.14521,1.04843,0.380318,0.162175
0.609352,-0.732092,-0.8574,1.06557,1.70004,2.06635,0.663813,0.500798,0.797874,2.04302,0.0388518,-0.0477861,1.06557,0.0689966,-0.0146627,0.663813,0.276369,0.163351,2.04302,0.212732,0.268111,0.609352,0.177046,0.0706359,0.663813,0.280267,0.192502,2.04302,0.176637,0.127871,0.609352,0.219512,0.148958,1.06557,0.36226,0.164972
0.624368,-0.732594,-0.879761,1.08271,1.62884,2.10391,0.684222,0.453607,0.823509,2.12166,0.0529354,-0.0515005,1.08271,0.0779753,-0.0158221,0.684222,0.291157,0.166889,2.12166,0.211388,0.274056,0.624368,0.187151,0.0695311,0.684222,0.29215,0.195018,2.12166,0.18995,0.132381,0.624368,0.219981,0.152706,1.08271,0.344203,0.167769
0.639385,-0.728517,-0.902123,1.09985,1.55764,2.14147,0.70463,0.406416,0.849143,2.20029,0.0654453,-0.0552149,1.09985,0.086954,-0.0169815,0.70463,0.305944,0.170428,2.20029,0.211484,0.280002,0.639385,0.196947,0.0684263,0.70463,0.304033,0.197534,2.20029,0.202471,0.136891,0.639385,0.21876,0.156455,1.09985,0.326145,0.170566
0.654401,-0.723046,-0.924485,1.11698,1.48644,2.17904,0.725039,0.359224,0.874777,2.27893,0.0774609,-0.0589292,1.11698,0.0959327,-0.0181409,0.725039,0.320731,0.173967,2.27893,0.212007,0.285948,0.654401,0.206648,0.0673214,0.725039,0.315916,0.200051,2.27893,0.214739,0.141401,0.654401,0.217024,0.160203,1.11698,0.308087,0.173364
0.669417,-0.717111,-0.946847,1.13412,1.41524,2.2166,0.745448,0.311271,0.900411,2.35756,0.0817086,-0.0626436,1.13412,0.104911,-0.0193003,0.745448,0.33437,0.177506,2.35756,0.218873,0.291893,0.669417,0.216239,0.0662166,0.745448,0.325032,0.202567,2.35756,0.222968,0.145911,0.669417,0.21513,0.163952,1.13412,0.29003,0.176161
0.684434,-0.694524,-0.969209,1.15126,1.34404,2.25417,0.765856,0.261483,0.926046,2.43619,0.0653226,-0.066358,1.15126,0.11389,-0.0204598,0.765856,0.345242,0.181044,2.43619,0.242303,0.297839,0.684434,0.22182,0.0651118,0.765856,0.327482,0.205083,2.43619,0.220421,0.150422,0.684434,0.207538,0.1677,1.15126,0.271972,0.178958
0.69945,-0.671938,-0.991571,1.1684,1.27284,2.29173,0.786265,0.211694,0.95168,2.51483,0.0489367,-0.0700723,1.1684,0.122869,-0.0216192,0.786265,0.356114,0.184583,2.51483,0.265732,0.303785,0.69945,0.2274,0.064007,0.786265,0.329932,0.2076,2.51483,0.217874,0.154932,0.69945,0.199946,0.171448,1.1684,0.253914,0.181755
0.714467,-0.649351,-1.01393,1.18553,1.20164,2.32929,0.806673,0.162673,0.977314,2.59346,0.0325507,-0.0737867,1.18553,0.131847,-0.0227786,0.806673,0.365519,0.188122,2.59346,0.289162,0.30973,0.714467,0.232981,0.0629021,0.806673,0.328962,0.210116,2.59346,0.215326,0.159442,0.714467,0.192354,0.175197,1.18553,0.235856,0.184552
0.729483,-0.626764,-1.03629,1.20267,1.13044,2.36686,0.827082,0.114626,1.00295,2.6721,0.0161648,-0.077501,1.20267,0.140826,-0.023938,0.827082,0.373474,0.19166,2.6721,0.312592,0.315676,0.729483,0.238562,0.0617973,0.827082,0.324622,0.212633,2.6721,0.212779,0.163952,0.729483,0.184762,0.178945,1.20267,0.217799,0.187349
0.744499,-0.604177,-1.05866,1.21981,1.05924,2.40442,0.847491,0.0787499,1.02858,2.75073,-0.000221153,-0.0812154,1.21981,0.149805,-0.0250974,0.847491,0.371591,0.195199,2.75073,0.336021,0.321622,0.744499,0.244143,0.0606925,0.847491,0.297797,0.215149,2.75073,0.210231,0.168462,0.744499,0.177169,0.182693,1.21981,0.199741,0.190146
0.759516,-0.58159,-1.08102,1.23695,0.988041,2.44198,0.867899,0.042874,1.05422,2.82936,-0.0166071,-0.0849298,1.23695,0.158783,-0.0262568,0.867899,0.369708,0.198738,2.82936,0.359451,0.327568,0.759516,0.249723,0.0595876,0.867899,0.270972,0.217665,2.82936,0.207684,0.172973,0.759516,0.169577,0.186442,1.23695,0.181683,0.192944
0.774532,-0.559003,-1.10338,1.25408,0.916841,2.47955,0.888308,0.00699803,1.07985,2.908,-0.032993,-0.0886441,1.25408,0.167762,-0.0274162,0.888308,0.367825,0.202276,2.908,0.38288,0.333513,0.774532,0.255304,0.0584828,0.888308,0.244147,0.220182,2.908,0.205137,0.177483,0.774532,0.161985,0.19019,1.25408,0.163626,0.195741
0.789549,-0.536416,-1.12574,1.27122,0.845641,2.51711,0.908716,-0.0288779,1.10549,2.98663,-0.049379,-0.0923585,1.27122,0.176741,-0.0285756,0.908716,0.365943,0.205815,2.98663,0.40631,0.339459,0.789549,0.260885,0.057378,0.908716,0.217322,0.222698,2.98663,0.202589,0.181993,0.789549,0.154393,0.193939,1.27122,0.145568,0.198538
0.804565,-0.51383,-1.1481,1.28836,0.774442,2.55468,0.929125,-0.0647539,1.13112,3.06526,-0.0657649,-0.0960729,1.28836,0.185719,-0.029735,0.929125,0.36406,0.209354,3.06526,0.429739,0.345405,0.804565,0.266466,0.0562731,0.929125,0.190497,0.225214,3.06526,0.200042,0.186503,0.804565,0.146801,0.197687,1.28836,0.12751,0.201335
0.819582,-0.491243,-1.17047,1.3055,0.703242,2.59224,0.949534,-0.10063,1.15675,3.1439,-0.0821509,-0.0997872,1.3055,0.194698,-0.0308944,0.949534,0.362177,0.212893,3.1439,0.453169,0.35135,0.819582,0.272046,0.0551683,0.949534,0.163672,0.227731,3.1439,0.197495,0.191013,0.819582,0.139209,0.201435,1.3055,0.109453,0.204132
0.834598,-0.468656,-1.19283,1.32263,0.632042,2.6298,0.969942,-0.136506,1.18239,3.22253,-0.0985368,-0.103502,1.32263,0.203677,-0.0320539,0.969942,0.360294,0.216431,3.22253,0.476599,0.357296,0.834598,0.277627,0.0540635,0.969942,0.136847,0.230247,3.22253,0.194947,0.195524,0.834598,0.131617,0.205184,1.32263,0.0913948,0.206929
0.849614,-0.446069,-1.21519,1.33977,0.560842,2.66737,0.990351,-0.172382,1.20802,3.30117,-0.114923,-0.107216,1.33977,0.212656,-0.0332133,0.990351,0.358411,0.21997,3.30117,0.500028,0.363242,0.849614,0.283208,0.0529587,0.990351,0.110022,0.232764,3.30117,0.1924,0.200034,0.849614,0.124024,0.208932,1.33977,0.0733371,0.209727
0.864631,-0.423482,-1.23755,1.35691,0.489643,2.70493,1.01076,-0.208258,1.23366,3.3798,-0.131309,-0.11093,1.35691,0.221634,-0.0343727,1.01076,0.356528,0.223509,3.3798,0.523458,0.369188,0.864631,0.288789,0.0518538,1.01076,0.0831967,0.23528,3.3798,0.189853,0.204544,0.864631,0.116432,0.21268,1.35691,0.0552794,0.212524
0.879647,-0.400895,-1.25991,1.37405,0.418443,2.7425,1.03117,-0.244134,1.25929,3.45843,-0.150573,-0.114645,1.37405,0.230613,-0.0355321,1.03117,0.354645,0.227047,3.45843,0.549151,0.375133,0.879647,0.294369,0.050749,1.03117,0.0563717,0.237796,3.45843,0.185794,0.209054,0.879647,0.10884,0.216429,1.37405,0.0372217,0.215321
