rep,id,Vc,Ke,Kpc,Kcp
1,1,26.2374577145497,1.01327988582571,0.0211616387253891,0.011169900543947
2,1,52.8680269301513,0.952849437826296,0.0305327024562895,0.0197875531454268
3,1,15.325273348486,1.03603663493769,0.01108381225938,0.00981938721330838
1,2,24.6289908931995,0.474727340050684,0.00589163875851834,0.00791579689817692
2,2,72.3401595777794,0.336948886201585,0.00269826782321687,0.0360378916611483
3,2,70.2575908210499,0.374074000721446,0.00651991051936982,0.0185280755539196
1,3,36.1472059559103,1.16019064447513,0.112286020585108,0.1114635439526
2,3,76.3105713904061,0.786107787571814,0.112523169367367,0.118447435133732
3,3,12.361357453534,1.22508575421285,0.110671832876862,0.0386643752326591
1,4,58.8423287268269,0.748242229172133,0.0112507082053924,0.0174744090882901
2,4,22.1651107494039,0.918466214793963,0.00209024801037203,0.0392352774735634
3,4,68.0730780452041,0.640777116789666,0.00883180923855612,0.0124430886432159
1,5,47.0152733921753,0.668443237862708,0.0139906038479464,0.00408973882761546
2,5,18.4425711116274,1.15270313138885,0.241438957430842,0.0217661102719034
3,5,1.88244223371047,1.77740845654279,0.218332777240075,0.00425676480986629
1,6,19.0846010473242,1.39123358957639,0.0394939453160157,0.0202007624523923
2,6,14.4107314305367,1.36814398369118,0.0326808921390934,0.0156837672201052
3,6,37.8651535124152,0.7892062414088,0.0494588749456509,0.0114926706325108
1,7,18.9407647964092,1.46814871514297,0.0384723915630564,0.0854821221783454
2,7,27.6168630521142,1.21437903153319,0.0352263118165563,0.0734787750851164
3,7,16.9665044627023,1.36944045710219,0.0306467898364125,0.0452152974789483
1,8,15.9307200796862,0.539691668634363,0.103954399242642,0.00374892261034698
2,8,13.8977509158253,0.891354372730242,0.116465515424132,0.0194210069544389
3,8,23.783241057573,0.731470645466481,0.125372858023452,0.0399502349073572
1,9,25.9001848480257,1.0304910362897,0.0887728644720356,0.00811549011483427
2,9,28.1641750748988,1.01333581148946,0.0950192045512592,0.00935049082856994
3,9,11.8612777771444,1.35912200524954,0.0912468448883109,0.00557933978505727
1,10,13.1327711955748,1.43353042821805,0.0132822194823605,0.0172437679909811
2,10,24.4440775531414,1.1752658538367,0.0125358938358027,0.0218325283379755
3,10,43.7750077550956,1.51921506249693,0.00631407242116969,0.133268268508214
1,11,8.33818448049597,0.9052228564839,0.0096418069089606,0.00752791384732109
2,11,11.7480528243321,0.919237448563957,0.0546468465419237,0.00127086865865677
3,11,5.41311295392293,1.00808504311368,0.00564931946980984,0.00291480480020363
1,12,8.3425123209717,0.731247291978459,0.120641926840163,0.768344311268067
2,12,14.1786886984718,0.511531030662197,0.158653912393003,1.14476227459475
3,12,25.0667303909788,0.245385077297464,0.214995668670326,0.3975037814068
1,13,0.858407713336972,0.509798204135808,0.0364636452998282,0.000190176528548315
2,13,2.20858330905457,0.427090744621175,0.0130173659291858,0.000193952814333829
3,13,4.56756315378027,0.413806172742178,0.181437194158029,0.243373281709721
1,14,4.13311604576514,0.660437192740239,0.00194136947637615,0.00661487049579387
2,14,1.3539344509673,0.799870724855197,0.00377391490063684,0.00244387697331679
3,14,3.29595680289133,0.643281843468748,0.00412359173219674,0.00350489194152146
1,15,4.7037036536916,0.149421377247322,0.198412948768827,0.0556003628492445
2,15,0.959578032236371,0.626582901975559,0.185317923122735,0.526659462103654
3,15,0.62044404770836,1.16318064412359,0.280172357420126,2.21840415778684
1,16,48.9224971500534,0.769685214236147,0.040698482451428,0.010463568207011
2,16,23.1389216847629,0.62509183128728,0.00970046133284793,0.00347930789678545
3,16,20.2797900143084,0.717191067470363,0.00621887985854845,0.0087134003871751
1,17,21.4718458979485,0.886629483636662,0.0204941959673414,0.025782882302965
2,17,32.7837345306211,0.806802094877165,0.0318580560346821,0.0605180129216809
3,17,9.8306551423916,1.20213488090101,0.0318787521006581,0.0192302950568774
1,18,3.51702378891084,1.41584443178456,0.00365485894738166,0.0168694858348744
2,18,3.02902396793648,2.02698894518889,0.00768479100216225,0.0156743182079873
3,18,2.39023024272385,2.57492616076484,0.00837244178969861,0.0162428713238161
1,19,8.60318209143132,0.497377317437252,0.0388122586812053,0.0031105673437611
2,19,41.8377784908489,0.330234059267886,0.0164077412860311,0.00635761509187684
3,19,5.53263195238385,0.571668783706449,0.0386945965386175,0.00354467038274758
1,20,10.1401805517999,0.809324229611513,0.0247200787267152,0.0417843631381651
2,20,6.23645194201929,0.960697750876983,0.0255190660328678,0.0334899229471176
3,20,8.34698574653764,1.01527121856022,0.0319844603278505,0.0605521385133171
1,21,12.5795125373141,0.974392906936342,0.00349934790666761,0.00925033637722659
2,21,113.832722173524,0.671460020514986,0.00807500268463211,0.0134082684559225
3,21,50.2826678250806,0.818783785272531,0.0280870586890424,0.00799650087233874
