rep,id,eta_CL,eta_Vc,eta_Q1,eta_Vp1
1,1,0.0639701723095059,0.328713012398544,2.21161480546458,0.46149726610874
1,2,-0.250087401986704,-0.0724451967227784,-0.0809170307602951,1.22444791211017
1,3,0.238491567728372,-0.111429248899652,0.909125564793052,0.966097261011788
1,4,-0.175388000692847,0.562094668103177,0.475559803387332,0.867352329821735
1,5,-0.0915785807851146,-0.167693192047482,-2.88829642604419,-2.41634755583609
1,6,-0.564298928083105,-0.0161164526400259,0.0610453478569912,-0.697791569373064
1,7,0.164249952352347,-0.235972836689333,0.745560528032386,-0.753299132360063
1,8,-0.426916833587441,0.011108746204102,0.941764798326802,-0.367577956179336
1,9,-0.0118763681632703,-0.00260160903645246,-0.315872808181367,2.44631475547978
1,10,-0.77788080947777,-0.310270436290258,-0.0252973350419614,0.860751506982864
1,11,-0.19961614813313,-0.0372329912335048,-0.93922670820245,1.07996325341346
1,12,0.247134668954807,-0.368782858705768,0.140954334136052,1.62801363350329
1,13,-0.150845993689756,0.627600650174561,1.82006465919056,0.00793409271523959
1,14,0.301249235398274,-0.189252719764358,-1.71744077784865,0.879559079868129
1,15,-0.274773793266599,-0.109877391118663,0.651304062338022,0.704385416091579
1,16,0.343263191446931,-0.0592711319049757,1.15914566656381,2.00392718940263
1,17,0.229335940098954,-0.130290812207771,-0.183986992799412,-1.39137817920539
1,18,-0.347845024050065,-0.0049203472657664,-3.13578165262611,-0.984945146747558
1,19,0.0808672447237071,-0.138368906742291,-1.21120684529329,2.54974395189569
1,20,-0.463850054469147,0.30057202585838,-0.64606584850852,-0.892082251119184
1,21,-0.628400305441442,0.111344189288063,0.545411569350736,-0.447761646385456
1,22,0.666316999903503,0.270227168594117,0.9185150599013,-1.43761820265659
1,23,-0.156524503833424,-0.0494968115025136,0.741440833264795,-1.45763356771554
1,24,-0.0689183366083019,0.214841056681652,0.632241960661101,-1.63686722279442
1,25,-0.677034713630939,-0.532965390446861,-2.21915947613375,-0.691075177403644
1,26,0.319940614162112,0.0863425552241763,1.81308732309285,0.465574490925405
1,27,-0.116843183614062,-0.332783119059138,1.29464119837207,-1.82740509967079
1,28,0.0824890173204009,0.0314403715678477,-0.265790372411038,0.10396070493807
1,29,0.325499801321258,0.161072622577379,-0.532730506441299,-0.677844366615045
1,30,-0.160041099693238,-0.00203647936151152,-1.12734831732369,0.281046183876639
1,31,-0.611101032516546,-0.491873229562387,0.161611114094748,0.130926994854724
1,32,-0.939602368660957,0.0851615207474874,-0.81815558568525,-0.0982004889043009
1,33,0.261666782968013,0.535638122420851,-0.18957813644198,-0.16158779342816
1,34,-0.330822193230355,-0.142605311907464,-0.3709193182842,-1.73530944730318
1,35,-0.0892619904155811,-0.206549040243709,-2.12653285503795,0.876142435314009
1,36,-0.322425544979497,-0.352914948994077,0.257215561337323,2.36180677518026
1,37,-0.290241936920128,-0.00711018209998149,-0.952456734510664,0.758969374534185
1,38,0.430446657020943,0.209306884984098,0.898561509943995,-1.65580547406915
1,39,-0.0163332126636209,0.177525175389871,0.0885895165151167,-1.73348069773603
1,40,0.883302557976011,-0.307748575818097,1.3037804657254,-1.43010042771831
1,41,0.0214105107193523,-0.228933608683866,-0.0508727999622849,1.2561872236603
1,42,0.049059172556098,0.409904297032925,-0.200109385039998,-0.316615275761033
1,43,0.170295949692094,0.217034789768412,0.788714329271491,-0.227639716910156
1,44,-0.23303359359326,-0.0412640077448305,1.74048471518368,-0.805419456368168
1,45,-0.202806577248909,0.165217328090068,0.112656392286633,2.28714233999053
1,46,0.16771697103128,0.0647677827402497,-0.895538152767204,0.842338482887225
1,47,0.0988546748851042,0.732126771397292,0.629346825883735,0.682913378183169
1,48,0.165357343186199,-0.17276040159984,1.35290891931576,0.952246752261234
1,49,-0.586611687393219,-0.134701243224969,1.24359644405902,0.611374582144042
1,50,-0.0891995999469528,-0.32684800792366,-1.05310631741408,-0.306172605247892
1,51,0.596043540045575,0.0718585780292706,-0.566332140823886,0.588878003119722
1,52,0.371556834647997,0.0822689232309095,1.06784562510387,1.30727150072552
1,53,0.120448875477013,-0.155265269365167,1.47814792390428,0.937650152026323
1,54,0.775240171896172,-0.11870014241361,-0.328204072136399,-0.606126127577714
1,55,-0.06785875944836,-0.172448446450298,-0.478163960439645,-0.290779580193661
1,56,-0.145535746542589,0.379807818083311,0.670458702372764,1.53364069236467
1,57,-0.172548531657932,0.538105519203479,1.35754009620315,-0.996065352133063
1,58,0.302487249674496,0.177994398243648,0.281052765383266,-1.61714623535153
1,59,0.366314503075021,0.0216874117819679,-0.46536868366876,1.47342299071999
1,60,0.213454174163512,0.182272011128792,-0.64610688746143,-1.16273042478106
1,61,0.202798535328004,0.1592529646494,-2.14940533617565,0.895989790024217
1,62,0.28615341700144,-0.276276698437141,-0.271993708482417,1.17759492931169
1,63,0.0370286636806185,-0.0492909095068639,-2.42943069270778,0.494375884093722
1,64,-0.230771768343436,-0.740955647153909,0.79009152327709,-3.4235825418223
1,65,0.432819558528432,0.238961917298023,-1.13406262596766,0.776684474797715
1,66,-0.248359852326235,-0.303296867669196,0.393470887507754,2.26509208296146
1,67,0.502032463414673,0.32854451399535,-0.43327476988908,1.84320072468837
1,68,0.459786954545889,0.0538902422461576,-1.84035992701748,-2.03520117952937
