rep,id,CL,Vc,Q1,Vp1
1,1,0.304061633694317,8.44245820043207,0.119438266402583,20.8045089311332
1,2,0.22211002095067,5.6525982858752,0.0120645065931511,44.6172423794547
1,3,0.36203895578118,5.43647710924404,0.032469799074976,34.4589835329806
1,4,0.239336916153777,10.6616711834516,0.0210467180670609,31.2189350220374
1,5,0.260260140235684,5.13904527335217,0.000728249483219788,1.17037582690342
1,6,0.162221278986043,5.9801404669182,0.0139047454497963,6.52656586199532
1,7,0.336134105321381,4.79986442675328,0.0275704724512542,6.17416308343286
1,8,0.186111027445323,6.14518750502444,0.0335470735004592,9.08018454242261
1,9,0.281852499533522,6.06150973803151,0.00953826902522721,151.409369999572
1,10,0.131023859667759,4.45617187507866,0.0127545426986724,31.0135429867161
1,11,0.233607907931981,5.85518456126035,0.00511387853479185,38.6148039920546
1,12,0.365181656901737,4.20291213740996,0.0150614600631708,66.7988661198404
1,13,0.24528339522593,11.3834569866445,0.0807412415523909,13.2183572650077
1,14,0.385487777283149,5.02943569534294,0.00234842303844672,31.6023521361012
1,15,0.216694051483287,5.44492029816695,0.0250904901440043,26.5242096790516
1,16,0.402028685247241,5.72755866437617,0.0416928853794138,97.2806074013029
1,17,0.358739389762561,5.33489763735758,0.0108829553990409,3.2618492639744
1,18,0.201424621975874,6.04747096608319,0.000568589344775354,4.89751202365761
1,19,0.309243037133378,5.29197542815214,0.00389610753968857,167.908035962453
1,20,0.179362732959591,8.2081908153001,0.00685596437273848,5.37409518152427
1,21,0.15214894547914,6.79308171251567,0.0225694315095624,8.38052721714873
1,22,0.555338174088248,7.96285559307448,0.0327761098961076,3.11445528940826
1,23,0.243894498143288,5.78381614933705,0.0274571241606478,3.05273803689096
1,24,0.266225026210656,7.53381509673623,0.0246167423294049,2.55181596753384
1,25,0.14492632898371,3.56653707964911,0.00142194457972111,6.5705483730937
1,26,0.3927608353322,6.62534910118239,0.0801798435818496,20.8895067511076
1,27,0.253767138090621,4.35697230518113,0.0477426931248541,2.1091127743536
1,28,0.309744965913878,6.27140794046895,0.0100281331784907,14.550613789592
1,29,0.39495034663734,7.13943136451152,0.00767873121276944,6.65805970171131
1,30,0.243038326048824,6.06493624517866,0.00423691968551962,17.3695497105594
1,31,0.15480390987796,3.71614663351773,0.0153758169520994,14.9483281999903
1,32,0.111459119487358,6.61752895431431,0.00577206122211185,11.8873164092694
1,33,0.370527265799835,10.3832988153841,0.0108222770209847,11.1571960927165
1,34,0.204882789632525,5.26960389700812,0.00902741009402637,2.31257824460797
1,35,0.260863755264563,4.94319295480589,0.0015599472057864,31.4945623762825
1,36,0.20661036110471,4.27013550437984,0.0169183764421669,139.139809006288
1,37,0.213367987103767,6.03424249287477,0.00504666737032472,28.0122481140911
1,38,0.438652228088556,7.49223682721277,0.0321285917761209,2.50394377414851
1,39,0.280599121900373,7.25786483100214,0.0142930635020855,2.31681124043671
1,40,0.68991114155186,4.46742390084372,0.0481810263326566,3.13795729403171
1,41,0.291392385211679,4.83377096476681,0.012432475404972,46.0560759430975
1,42,0.299561405580067,9.15650729967419,0.0107089029642991,9.55492947660247
1,43,0.338172527165091,7.55036041755702,0.0287862879971125,10.4440533156524
1,44,0.225930325472312,5.83162972248445,0.0745648747496244,5.86060602966486
1,45,0.232863786125967,7.16908361251474,0.0146412256687048,129.12937549956
1,46,0.337301511082574,6.48393962545344,0.00534224876044038,30.4477151595248
1,47,0.314855853403406,12.6377362833803,0.024545576609465,25.9607517862305
1,48,0.336506543327715,5.11307051939235,0.0506071946324462,33.9849991199242
1,49,0.158641757639091,5.31142025009933,0.0453668325434639,24.1684256191702
1,50,0.260880031184228,4.38290831042925,0.00456344817213758,9.65523125462736
1,51,0.517652304995096,6.53007930418951,0.00742500005768823,23.6307888903746
1,52,0.413565987934037,6.59841476465151,0.0380549230021262,48.4699478225383
1,53,0.321728855273094,5.20331145103939,0.0573591717789181,33.4925365570395
1,54,0.619244646290747,5.3970924175501,0.00942137233544445,7.15310369019176
1,55,0.26650726166655,5.11466581688854,0.00810937559227833,9.80500424359893
1,56,0.246589375144832,8.88503435173848,0.0255757218343108,60.78318358888
1,57,0.240017471667008,10.408950166491,0.0508421090478029,4.84335237539208
1,58,0.385965312191259,7.26127118615782,0.0173265082690856,2.60263979907953
1,59,0.411403610799154,6.21054045258218,0.008213803967664,57.2309859062878
1,60,0.353086978686074,7.29239862144131,0.00685568301691275,4.09981580815266
1,61,0.349344585568428,7.12645185434354,0.00152467229296231,32.1258904996795
1,62,0.379712226812688,4.61025795668827,0.00996611784805358,42.5750074678388
1,63,0.295979120990928,5.78500717123735,0.00115229331153612,21.4999015646568
1,64,0.226441918736345,2.8967947369673,0.0288259596118703,0.427453371452059
1,65,0.439694342550357,7.71774657560784,0.00420856698994196,28.5129094375518
1,66,0.222494058668554,4.48735590103434,0.019388027197636,126.313202354901
1,67,0.471204750681226,8.44103577954745,0.00848169289219307,82.8368654601714
1,68,0.451713082707941,6.41379251528634,0.00207679306087658,1.71338559476003
